t,gyro_rate,accel_angle,true_angle,true_bias
0,1.361434782,0.3364750419,0.3321631364,0.02994114497
0.0003125,1.188592748,0.3418740253,0.3324802465,0.02988135852
0.000625,0.6693163437,0.3388089223,0.3327965914,0.02984935521
0.0009375,1.093707888,0.3358889857,0.3331121689,0.02986598002
0.00125,1.182232701,0.3299061969,0.3334269767,0.0297754525
0.0015625,1.276485032,0.3309134338,0.3337410127,0.02976487517
0.001875,1.358823777,0.3352128833,0.3340542744,0.02981438408
0.0021875,1.16352325,0.3539058579,0.3343667598,0.02985298664
0.0025,1.060184859,0.3501309815,0.3346784665,0.0297801449
0.0028125,0.9559906214,0.3432866468,0.3349893924,0.0298189433
0.003125,1.083904144,0.3537008053,0.3352995352,0.02982111857
0.0034375,0.8991230086,0.3430565022,0.3356088928,0.02987584353
0.00375,0.9224675336,0.3395421295,0.3359174628,0.02986750049
0.0040625,0.7877469789,0.3379079779,0.3362252431,0.02990448861
0.004375,1.200662374,0.3376548122,0.3365322316,0.02987607113
0.0046875,1.146711139,0.3381587791,0.3368384259,0.0298883547
0.005,1.062824591,0.3256156517,0.337143824,0.02994462008
0.0053125,0.9825370391,0.3184217419,0.3374484237,0.02995533806
0.005625,1.440230347,0.3295055754,0.3377522227,0.02999324078
0.0059375,1.058549708,0.3518166577,0.338055219,0.02999643836
0.00625,1.437155568,0.3412835595,0.3383574103,0.02999668681
0.0065625,1.329230269,0.3450063773,0.3386587946,0.0300897903
0.006875,1.127477441,0.3477299115,0.3389593696,0.03012402399
0.0071875,0.971811304,0.3303700614,0.3392591332,0.03016229323
0.0075,0.9387612005,0.3411752242,0.3395580833,0.03022645568
0.0078125,0.965926007,0.3459100248,0.3398562178,0.03014624722
0.008125,0.9208981354,0.3395252933,0.3401535346,0.03017949259
0.0084375,1.027252284,0.3396692293,0.3404500314,0.03026279758
0.00875,0.802792421,0.34112596,0.3407457063,0.03026737143
0.0090625,1.265474627,0.3363344483,0.3410405572,0.03020472064
0.009375,1.114082826,0.3360174722,0.3413345818,0.03019337994
0.0096875,0.5322828751,0.3357044661,0.3416277782,0.03022931998
0.01,0.8382413671,0.3232592659,0.3419201442,0.03017704038
0.0103125,1.044015426,0.3473652665,0.3422116779,0.03027032965
0.010625,0.7304039105,0.340300548,0.342502377,0.03025149679
0.0109375,0.871746721,0.3539261492,0.3427922396,0.03016101998
0.01125,0.9663363029,0.3364077582,0.3430812636,0.03010625239
0.0115625,1.199014524,0.3383282154,0.3433694469,0.03007588281
0.011875,0.8163794548,0.3482210802,0.3436567875,0.03006381726
0.0121875,0.8762930593,0.3420943472,0.3439432834,0.03002816024
0.0125,0.9666994314,0.3379674466,0.3442289326,0.03000122796
0.0128125,1.058987895,0.3507405919,0.3445137329,0.03004031582
0.013125,0.7830154585,0.3363033305,0.3447976825,0.02995527214
0.0134375,0.9402132723,0.3362101863,0.3450807793,0.02991663792
0.01375,0.6990097331,0.3371920706,0.3453630212,0.02996393258
0.0140625,0.827587295,0.3411673724,0.3456444064,0.0300453361
0.014375,1.033908617,0.3635373699,0.3459249327,0.03007823455
0.0146875,0.7860837201,0.3632612418,0.3462045983,0.03010430266
0.015,1.026151827,0.3448142325,0.3464834012,0.03009214144
0.0153125,0.9683515657,0.3429325462,0.3467613393,0.03005064904
0.015625,0.8730646195,0.3505260994,0.3470384107,0.03001423331
0.0159375,0.7249303521,0.3670679313,0.3473146136,0.02999779141
0.01625,0.9330525381,0.3616428828,0.3475899458,0.03000196479
0.0165625,1.021778766,0.3489511664,0.3478644056,0.02999463685
0.016875,0.7809915214,0.3494935664,0.3481379909,0.02993311027
0.0171875,0.9165322884,0.3448993332,0.3484106998,0.02995459132
0.0175,0.9415768852,0.3568228659,0.3486825305,0.03001612201
0.0178125,0.7838771188,0.3233846763,0.3489534809,0.03017590573
0.018125,0.9568096917,0.3493132716,0.3492235493,0.03008668767
0.0184375,0.9969607762,0.346267778,0.3494927336,0.03005063304
0.01875,1.063510367,0.3451496088,0.3497610321,0.0300740718
0.0190625,0.643879529,0.3524174917,0.3500284428,0.03009203444
0.019375,1.005962125,0.3584618386,0.3502949639,0.03005608034
0.0196875,0.7056424181,0.3469612657,0.3505605934,0.0299584628
0.02,0.8241162771,0.3535901998,0.3508253296,0.02993143742
0.0203125,0.8132554719,0.3433644252,0.3510891706,0.0299231799
0.020625,0.6209378014,0.3653581684,0.3513521145,0.02985055687
0.0209375,0.6562468989,0.3450064722,0.3516141595,0.02989285784
0.02125,0.7592797496,0.357517559,0.3518753037,0.02986541574
0.0215625,1.026838803,0.3467476223,0.3521355454,0.02987798865
0.021875,0.942133116,0.3486708492,0.3523948827,0.02982737904
0.0221875,0.9173963058,0.3608176792,0.3526533139,0.02983415441
0.0225,0.7374620567,0.3467537347,0.352910837,0.02986424867
0.0228125,0.6993685072,0.3693342382,0.3531674504,0.02986864185
0.023125,0.7428682098,0.361486951,0.3534231522,0.02991467847
0.0234375,0.512075449,0.362143941,0.3536779407,0.02990984757
0.02375,0.9622238357,0.3408584483,0.3539318141,0.02992689547
0.0240625,0.7695958428,0.3664975408,0.3541847706,0.0299764121
0.024375,0.7379755621,0.3495759623,0.3544368084,0.02990989712
0.0246875,0.7627582891,0.3562686207,0.3546879259,0.02994722088
0.025,1.020383491,0.3384520795,0.3549381213,0.02998728397
0.0253125,0.9957643998,0.3565394006,0.3551873928,0.02992135442
0.025625,0.7623371904,0.3507859156,0.3554357387,0.02991313931
0.0259375,0.7459038871,0.3449688102,0.3556831574,0.02990951901
0.02625,0.7855252823,0.344035641,0.355929647,0.02993002605
0.0265625,0.76630484,0.3643383976,0.356175206,0.02990727512
0.026875,0.7413802736,0.3532958861,0.3564198325,0.02990842537
0.0271875,0.7820618669,0.350749812,0.356663525,0.02982929179
0.0275,0.5459897054,0.3674009596,0.3569062817,0.02980270626
0.0278125,0.8679677968,0.3647797696,0.357148101,0.0298315382
0.028125,0.8403174028,0.3404484015,0.3573889811,0.02977404465
0.0284375,0.7985109285,0.3641008146,0.3576289206,0.02979431623
0.02875,0.8661412863,0.3557633447,0.3578679176,0.02984067768
0.0290625,0.7532164167,0.3568263929,0.3581059706,0.02971983889
0.029375,0.8782271586,0.3359208198,0.358343078,0.02976111963
0.0296875,0.8895101601,0.3683414166,0.3585792381,0.02988213598
0.03,0.4721899226,0.3617150219,0.3588144492,0.02984745137
0.0303125,0.5727228748,0.365798761,0.3590487099,0.02992810523
0.030625,0.4537832214,0.3490093158,0.3592820185,0.0299218566
0.0309375,0.7401011754,0.3694626333,0.3595143733,0.02988916322
0.03125,1.099856303,0.3555480457,0.3597457729,0.02983746396
0.0315625,0.5771312632,0.3578936217,0.3599762157,0.0298574935
0.031875,0.3362407714,0.3605126574,0.3602057,0.02992792281
0.0321875,0.9806529867,0.3651570071,0.3604342244,0.02996595364
0.0325,1.00450187,0.355312723,0.3606617872,0.03003240226
0.0328125,0.8996583305,0.346499934,0.360888387,0.02999760499
0.033125,0.8805133387,0.3673453781,0.3611140221,0.0299665963
0.0334375,0.2959572389,0.3667218065,0.3613386912,0.02996551196
0.03375,0.5884415401,0.3746007327,0.3615623926,0.02999069177
0.0340625,0.9376378281,0.3651624847,0.3617851249,0.02995666879
0.034375,0.804666874,0.3550045031,0.3620068865,0.03000200608
0.0346875,0.8782489692,0.3553220952,0.3622276759,0.03000635597
0.035,0.509780256,0.3626788833,0.3624474918,0.02994921411
0.0353125,0.520352373,0.3404434377,0.3626663325,0.02997253411
0.035625,0.7284343443,0.3834478605,0.3628841967,0.02986982182
0.0359375,0.4946109051,0.3545934154,0.3631010828,0.0299194216
0.03625,0.6743804896,0.3702178246,0.3633169895,0.02994729147
0.0365625,0.6618234827,0.38266369,0.3635319153,0.02995570839
0.036875,0.6028053838,0.3813226253,0.3637458587,0.02991616202
0.0371875,0.9429681737,0.3626328332,0.3639588183,0.02989560231
0.0375,0.5391036879,0.3562967591,0.3641707927,0.02990523231
0.0378125,0.2181052305,0.3620644564,0.3643817806,0.02987796734
0.038125,0.6666947645,0.3708784811,0.3645917804,0.0298907355
0.0384375,0.5276665983,0.3530436369,0.3648007909,0.02991544874
0.03875,0.7889532223,0.3655072326,0.3650088105,0.0298759102
0.0390625,0.6799160415,0.3622331606,0.3652158381,0.02995577693
0.039375,0.5031426751,0.3701867497,0.3654218721,0.03004170491
0.0396875,0.8514840007,0.363175657,0.3656269113,0.03004952172
0.04,0.5956637388,0.3714225472,0.3658309542,0.0300864483
0.0403125,0.8345222077,0.3703352141,0.3660339996,0.02999704244
0.040625,0.5077371277,0.3744326916,0.3662360461,0.02995530394
0.0409375,0.4646137315,0.3792910149,0.3664370924,0.02993517726
0.04125,0.6682955963,0.3575780217,0.3666371371,0.03007164202
0.0415625,0.6695246697,0.3680840664,0.3668361791,0.03011624932
0.041875,0.7841082901,0.3762348593,0.3670342169,0.03014287566
0.0421875,0.8153456815,0.3744853859,0.3672312493,0.03007002085
0.0425,0.5219987665,0.3785402028,0.3674272751,0.03004163997
0.0428125,0.6217073086,0.3619170422,0.3676222928,0.0300779326
0.043125,0.8596579957,0.3624839312,0.3678163014,0.03006831694
0.0434375,0.6551262302,0.3628076587,0.3680092995,0.03005350968
0.04375,0.7791603506,0.3704047131,0.3682012859,0.03008287126
0.0440625,0.7852392632,0.3797667282,0.3683922593,0.03010984169
0.044375,1.020390136,0.3491386632,0.3685822185,0.03015936997
0.0446875,0.7659739156,0.3628540045,0.3687711624,0.03012420293
0.045,0.966884357,0.3709920616,0.3689590897,0.03019349931
0.0453125,0.7660358478,0.3718753208,0.3691459992,0.03032221192
0.045625,0.5634048558,0.3763545227,0.3693318897,0.03024460318
0.0459375,0.8312949268,0.3748325693,0.36951676,0.03023444174
0.04625,0.5526444862,0.3788358734,0.369700609,0.03014362508
0.0465625,0.893597398,0.3646360352,0.3698834355,0.03010068434
0.046875,0.6549239631,0.3726959492,0.3700652384,0.03010492484
0.0471875,0.6698266839,0.3582197669,0.3702460164,0.03010924098
0.0475,0.3945536844,0.366888269,0.3704257685,0.02996879555
0.0478125,0.4913904941,0.3817693689,0.3706044936,0.03003319618
0.048125,0.4619048207,0.3617737622,0.3707821905,0.03006625548
0.0484375,0.941259075,0.3698697592,0.3709588581,0.03006180941
0.04875,0.6911663661,0.3776884884,0.3711344953,0.03004127918
0.0490625,0.5910941345,0.3791738723,0.371309101,0.02997210785
0.049375,0.8070809795,0.3851799384,0.3714826741,0.03000264646
0.0496875,0.40043379,0.368517253,0.3716552137,0.02998457532
0.05,0.3747914439,0.3874870618,0.3718267185,0.02993314167
0.0503125,0.5445572668,0.3792524319,0.3719971876,0.02995596485
0.050625,0.5443176158,0.367661237,0.3721666199,0.02998823447
0.0509375,0.5971779912,0.3636362294,0.3723350143,0.02995191299
0.05125,0.5268968004,0.3793292761,0.37250237,0.0300176542
0.0515625,0.2996993574,0.3624033139,0.3726686857,0.03000129132
0.051875,0.4660272765,0.3684714812,0.3728339605,0.03006161396
0.0521875,0.6304659472,0.3844980232,0.3729981935,0.02998980368
0.0525,0.462929805,0.3696772478,0.3731613836,0.03007942635
0.0528125,0.5953793463,0.3666968223,0.3733235299,0.03009671954
0.053125,0.6074094404,0.3494889353,0.3734846313,0.03000790993
0.0534375,0.4285223139,0.3638315496,0.3736446869,0.02999491821
0.05375,0.5071964033,0.3724806359,0.3738036959,0.03001301213
