t,gyro_rate,accel_angle,true_angle,true_bias
0,1.110629734,0.3256113186,0.3321631364,0.02988228993
0.00125,0.9872516976,0.3322558379,0.3334269767,0.02976284205
0.0025,1.001582267,0.3365590261,0.3346784665,0.02969896042
0.00375,1.117821549,0.3514570625,0.3359174628,0.02973233503
0.005,1.143432116,0.3494624188,0.337143824,0.02955140499
0.00625,0.8364968848,0.3497507492,0.3383574103,0.02953037535
0.0075,1.079483881,0.3510939295,0.3395580833,0.02962951817
0.00875,1.063388007,0.3426325239,0.3407457063,0.02970684828
0.01,0.8277944791,0.36150005,0.3419201442,0.02956128979
0.01125,1.000043306,0.3419237394,0.3430812636,0.0296390116
0.0125,1.048607548,0.3561651358,0.3442289326,0.02964348715
0.01375,0.9225766387,0.3530887001,0.3453630212,0.02975306207
0.015,0.951518387,0.3318251685,0.3464834012,0.02973650098
0.01625,0.8610251804,0.3347358671,0.3475899458,0.02981060223
0.0175,0.8288664617,0.3350811003,0.3486825305,0.02975389225
0.01875,0.8308067424,0.3528220724,0.3497610321,0.02977858439
0.02,0.9211760553,0.3615285321,0.3508253296,0.02989124017
0.02125,0.8001624317,0.3428292353,0.3518753037,0.02991280111
0.0225,0.7918022469,0.3520047648,0.352910837,0.02998873156
0.02375,0.7435583358,0.3560488526,0.3539318141,0.02999525172
0.025,0.7481969645,0.3542729422,0.3549381213,0.02999587363
0.02625,0.7811309258,0.3399757879,0.355929647,0.03018220559
0.0275,0.9454030776,0.3763537416,0.3569062817,0.03025079798
0.02875,0.6659404398,0.3571116766,0.3578679176,0.03032746145
0.03,0.8374794469,0.3475864204,0.3588144492,0.03045591135
0.03125,0.7877169819,0.3738301737,0.3597457729,0.03029561945
0.0325,0.8172598327,0.3502887142,0.3606617872,0.03036223517
0.03375,0.7897152521,0.3625660718,0.3615623926,0.03052897016
0.035,0.6238930579,0.3623697657,0.3624474918,0.03053824287
0.03625,0.8270080368,0.3656394541,0.3633169895,0.03041306628
0.0375,0.7087196449,0.3803569567,0.3641707927,0.03039050989
0.03875,0.7261209511,0.3624423906,0.3650088105,0.03046251497
