t,gyro_rate,accel_angle,true_angle,true_bias
0,1.016400797,0.3502322661,0.3321631364,0.02976457986
0.005,1.023205319,0.3250175316,0.337143824,0.02952618409
0.01,0.9670193579,0.3583122705,0.3419201442,0.02939892084
0.015,0.9175086557,0.3469614757,0.3464834012,0.02946617007
0.02,0.8359930183,0.3442892141,0.3508253296,0.02910480998
0.025,0.7517482413,0.3379674073,0.3549381213,0.0290632507
0.03,0.8526512843,0.3577752431,0.3588144492,0.02926203634
0.035,0.7414699056,0.3567967113,0.3624474918,0.02941719656
0.04,0.6640872699,0.3619036359,0.3658309542,0.02912657958
0.045,0.6540820106,0.3784881095,0.3689590897,0.02928252321
0.05,0.5661576487,0.3617722322,0.3718267185,0.02929197429
0.055,0.5659541627,0.3521044121,0.3744292454,0.02951162413
0.06,0.4293775273,0.3833455249,0.376762676,0.02947900197
0.065,0.4349253572,0.390059808,0.3788236308,0.02962770445
0.07,0.4106862873,0.3904325212,0.380609358,0.0295147845
0.075,0.2822647753,0.395638887,0.3821177444,0.02956466879
0.08,0.3649067803,0.3625841169,0.3833473249,0.02979048033
0.085,0.2307741665,0.3769403585,0.384297289,0.02983410222
0.09,0.1763921444,0.3707456576,0.3849674875,0.02998646313
0.095,0.08828097895,0.3640336594,0.3853584351,0.03000000344
0.1,-0.01401902735,0.3831086093,0.385471313,0.03000174725
0.105,-0.05591776928,0.3796322295,0.3853079687,0.03037491119
0.11,-0.08881062953,0.3824108451,0.3848709138,0.03051259596
0.115,-0.1950693992,0.3985265004,0.3841633207,0.0306664229
0.12,-0.2471577866,0.3869663771,0.3831890168,0.0309238227
0.125,-0.2544522531,0.3626664905,0.381952477,0.0306037389
0.13,-0.2927138707,0.37441825,0.3804588148,0.03073747035
0.135,-0.3097601177,0.3915141303,0.3787137707,0.03107144031
0.14,-0.3874338451,0.374934632,0.3767237,0.03109048574
0.145,-0.4065072542,0.3776213067,0.3744955577,0.03084063255
0.15,-0.4399454463,0.3836967124,0.3720368825,0.03079601978
0.155,-0.5324016065,0.3688212995,0.3693557792,0.03094052993
0.16,-0.5648353645,0.3692520121,0.3664608987,0.03073216152
0.165,-0.7044222369,0.3652798832,0.3633614171,0.03110606862
0.17,-0.660382962,0.3484989087,0.3600670134,0.03103148717
0.175,-0.6608955822,0.3690130132,0.3565878454,0.0306703299
0.18,-0.6901825467,0.3533034472,0.3529345242,0.03045200954
0.185,-0.7610027549,0.3405324515,0.3491180878,0.03033128126
0.19,-0.7807768638,0.3454253908,0.3451499732,0.03028376906
0.195,-0.7398817823,0.3318755089,0.3410419872,0.03014189096
0.2,-0.872696119,0.345857083,0.3368062767,0.03003491185
0.205,-0.8617967635,0.3329720123,0.3324552974,0.03019201326
0.21,-0.8707313358,0.32550239,0.3280017819,0.02985258855
0.215,-0.9266587178,0.3161934453,0.323458707,0.02969880167
0.22,-0.8750192867,0.3076441558,0.3188392603,0.02988873033
0.225,-0.8839491045,0.3286730657,0.314156806,0.03021509439
0.23,-0.9415166746,0.3003523286,0.3094248505,0.0303474382
0.235,-0.9622335424,0.3009129109,0.3046570068,0.03045246062
0.24,-0.9090439889,0.3035029337,0.2998669599,0.03040456577
0.245,-0.9096426746,0.2967564587,0.2950684306,0.03023934616
0.25,-0.9065297795,0.2796822883,0.2902751402,0.03009443326
0.255,-0.9306084716,0.2863444319,0.2855007742,0.03002941564
0.26,-0.9020420105,0.2734096413,0.2807589468,0.03004685916
0.265,-0.8701167646,0.269431343,0.2760631658,0.03001829738
0.27,-0.8597590927,0.269766926,0.2714267963,0.02977294108
0.275,-0.880949902,0.2635921814,0.2668630268,0.02985961526
0.28,-0.8730652027,0.2502640137,0.2623848341,0.03010648806
0.285,-0.8806349183,0.2576556218,0.2580049494,0.03074637292
0.29,-0.8585549232,0.2545176272,0.2537358252,0.03039025069
0.295,-0.787287617,0.258801797,0.2495896028,0.03024678217
0.3,-0.7333358517,0.2546780741,0.2455780804,0.03034128718
0.305,-0.777031743,0.2307048799,0.2417126823,0.03041388776
0.31,-0.6561465309,0.2305560719,0.2380044294,0.03027082135
0.315,-0.6016567284,0.2462657033,0.23446391,0.0298811012
0.32,-0.6547728481,0.2217584045,0.231101253,0.02977374967
0.325,-0.5403905997,0.2242449625,0.227926101,0.02974146959
0.33,-0.5814013776,0.217705203,0.2249475854,0.02945172746
0.335,-0.514403046,0.2126750178,0.2221743033,0.02962168137
0.34,-0.5378889395,0.2231933263,0.2196142948,0.02951266297
0.345,-0.4392315466,0.20097199,0.2172750228,0.02956370461
0.35,-0.5036880659,0.2220214984,0.2151633538,0.02936201615
0.355,-0.3117508212,0.2124784031,0.2132855407,0.02938986763
0.36,-0.2546823758,0.1977532732,0.2116472066,0.02951099468
0.365,-0.3183011694,0.203552119,0.2102533314,0.02952931741
0.37,-0.2216350204,0.2108655318,0.2091082391,0.02971421387
0.375,-0.08480508519,0.1947287025,0.2082155877,0.02969564029
0.38,-0.06872061408,0.1925700488,0.2075783601,0.02976458186
0.385,-0.05629144685,0.2057194102,0.2071988577,0.02996339841
0.39,0.04180793408,0.1860357834,0.2070786955,0.02969808849
0.395,0.1126773239,0.1917149186,0.2072187985,0.02984813351
0.4,0.102335751,0.208871553,0.2076194013,0.03000913587
0.405,0.1885458545,0.2120674611,0.2082800482,0.02974616766
0.41,0.2518295366,0.2074956236,0.2091995959,0.02971405722
0.415,0.3165612305,0.2160045098,0.2103762181,0.02970032604
0.42,0.3800008828,0.2072186862,0.2118074121,0.02978310419
0.425,0.3757647647,0.1928413182,0.2134900061,0.02969285047
0.43,0.4207423067,0.2216384982,0.2154201701,0.02969820149
0.435,0.4093605297,0.2169010536,0.2175934271,0.02938241715
0.44,0.550890233,0.2139017209,0.220004667,0.02927682505
0.445,0.5336215888,0.214148346,0.2226481616,0.02939290281
0.45,0.5619466219,0.2168973853,0.2255175814,0.02916367859
0.455,0.6863643674,0.2366779447,0.2286060145,0.02924551492
0.46,0.7047257462,0.2076728853,0.2319059867,0.02943171073
0.465,0.7766336987,0.2499216218,0.2354094825,0.02894910555
0.47,0.769145137,0.2278819427,0.2391079691,0.02911497851
0.475,0.8182148193,0.2611627104,0.2429924202,0.02959979392
0.48,0.8730002689,0.2495472527,0.247053342,0.02946180548
0.485,0.8881895463,0.2485284932,0.2512808002,0.02978517094
0.49,0.8980086219,0.2562582928,0.2556644483,0.02976092641
0.495,0.8959250886,0.2758944776,0.2601935568,0.02963090288
0.5,0.9627048531,0.2669036353,0.2648570434,0.02942485583
0.505,1.041186888,0.2688163254,0.2696435044,0.02950572398
0.51,1.001833434,0.2841489178,0.2745412464,0.02978819125
0.515,1.050182395,0.2564724091,0.2795383197,0.02994106455
0.52,1.122550657,0.2794425106,0.2846225509,0.03020760904
0.525,1.051701927,0.2872726516,0.2897815775,0.03006916997
0.53,1.124755343,0.3016048086,0.2950028822,0.02994588522
0.535,1.099545553,0.2897258773,0.3002738274,0.02994229784
0.54,1.139331955,0.2992879266,0.3055816905,0.03004376706
0.545,1.12624818,0.2937999624,0.3109136991,0.02990842518
0.55,1.080342906,0.3242802063,0.3162570664,0.03009052431
0.555,1.096530139,0.3341631044,0.3215990259,0.03010867388
0.56,0.9992676954,0.3266084926,0.3269268672,0.02988085645
0.565,1.129866642,0.3127462512,0.3322279702,0.02997488645
0.57,1.125651231,0.3324560507,0.3374898403,0.02956478728
0.575,1.057112983,0.3402339087,0.3427001417,0.02976393641
0.58,1.126263896,0.3683659375,0.3478467318,0.02987616587
0.585,1.031564009,0.3652890828,0.3529176937,0.02991058355
0.59,1.065385903,0.348660501,0.3579013682,0.02975314807
0.595,0.9727076803,0.350381717,0.3627863858,0.02967165923
0.6,1.051221484,0.3601158368,0.3675616969,0.02971092922
0.605,0.9446716748,0.3780139587,0.3722166014,0.02960261936
0.61,0.9306857331,0.3859976829,0.3767407772,0.029654442
0.615,0.8799257781,0.3766223993,0.3811243077,0.02975404497
0.62,0.9015057496,0.383409614,0.3853577078,0.02959664082
0.625,0.8978315102,0.3928181307,0.3894319487,0.02991685773
0.63,0.765097761,0.3946658014,0.3933384816,0.03026131964
