t,gyro_rate,accel_angle,true_angle,true_bias
0,0.9672690387,0.3507553042,0.3321631364,0.02991676641
0.000625,1.026855693,0.3413515329,0.3327965914,0.02983225223
0.00125,1.058504974,0.3115296405,0.3334269767,0.02978702932
0.001875,1.217482379,0.3373083879,0.3340542744,0.02981057696
0.0025,1.173719107,0.3432996314,0.3346784665,0.02968258832
0.003125,1.157589446,0.349620961,0.3352995352,0.02966766634
0.00375,1.154329622,0.3552340165,0.3359174628,0.02973771912
0.004375,1.033527805,0.3444849262,0.3365322316,0.02979234799
0.005,1.240645799,0.3391585676,0.337143824,0.02968937082
0.005625,0.9867276314,0.3337724245,0.3377522227,0.02974427667
0.00625,1.138703892,0.3420627272,0.3383574103,0.02974738958
0.006875,1.083075938,0.3319214125,0.3389593696,0.02982481897
0.0075,0.8092507996,0.3340449064,0.3395580833,0.02981305674
0.008125,0.8257193692,0.326848807,0.3401535346,0.02986540245
0.00875,0.8114503547,0.3519234533,0.3407457063,0.02982525067
0.009375,1.006129907,0.3494824373,0.3413345818,0.02984265887
0.01,1.092601271,0.3452719725,0.3419201442,0.02992226676
0.010625,0.8502845008,0.3412733447,0.342502377,0.02993746087
0.01125,0.9426510272,0.3689710038,0.3430812636,0.02999110003
0.011875,0.973539666,0.3472071687,0.3436567875,0.0299956587
0.0125,0.9347341812,0.3702408465,0.3442289326,0.02999604668
0.013125,0.745956626,0.3645969394,0.3447976825,0.0301277515
0.01375,1.165350141,0.353424654,0.3453630212,0.03017620186
0.014375,0.9174636332,0.3449647907,0.3459249327,0.03023035935
0.015,0.7863713896,0.3437255793,0.3464834012,0.03032113537
0.015625,1.084460448,0.3460400142,0.3470384107,0.0302077401
0.01625,0.7854461595,0.3440906943,0.3475899458,0.03025479275
0.016875,0.9164886022,0.3510556036,0.3481379909,0.03037264041
0.0175,0.8978972193,0.3385286411,0.3486825305,0.03037914543
0.018125,0.9209655064,0.3664927494,0.3492235493,0.03029058044
0.01875,1.081644236,0.3582660347,0.3497610321,0.03027457889
0.019375,0.8509703878,0.3246713327,0.3502949639,0.03032544239
0.02,0.6030572306,0.3433903229,0.3508253296,0.03025154448
0.020625,0.8426143984,0.3561941209,0.3513521145,0.03038351205
0.02125,0.8013662946,0.3383962311,0.3518753037,0.03035691497
0.021875,0.953691281,0.3474077818,0.3523948827,0.03022899804
0.0225,0.6924814941,0.35365903,0.352910837,0.03015158159
0.023125,0.6797094188,0.3680425384,0.3534231522,0.03010866914
0.02375,0.7917669278,0.3461640159,0.3539318141,0.03009164248
0.024375,1.017265262,0.3503610299,0.3544368084,0.03004125245
0.025,1.083503494,0.3563510338,0.3549381213,0.03000320107
0.025625,0.9612405797,0.3624447359,0.3554357387,0.03005851625
0.02625,0.83669474,0.3468424412,0.355929647,0.02993828294
0.026875,0.6471586693,0.3567588687,0.3564198325,0.02988368251
0.0275,0.8072809976,0.3431908485,0.3569062817,0.02995060388
0.028125,0.9052008867,0.3514070046,0.3573889811,0.03006576245
0.02875,0.4720220994,0.364203725,0.3578679176,0.0301123245
0.029375,0.9240761334,0.3502366221,0.358343078,0.03014922698
0.03,1.021288316,0.3650177253,0.3588144492,0.03013206504
0.030625,0.8265406781,0.3622450632,0.3592820185,0.03007342253
0.03125,0.8760892758,0.357259732,0.3597457729,0.03002195953
0.031875,0.8522416117,0.3491557059,0.3602057,0.02999874378
0.0325,0.768116449,0.3620396042,0.3606617872,0.03000468244
0.033125,1.111572687,0.3678852187,0.3611140221,0.02999435577
0.03375,0.6517662838,0.3543137584,0.3615623926,0.02990738067
0.034375,0.7450725404,0.3629092334,0.3620068865,0.02993779606
0.035,0.5811225194,0.3649877715,0.3624474918,0.03002485022
0.035625,0.5427839618,0.3562886643,0.3628841967,0.03025085513
0.03625,0.8887623431,0.3670833733,0.3633169895,0.03012471836
0.036875,0.6104160742,0.3700471586,0.3637458587,0.03007376602
0.0375,0.5828982999,0.3745594056,0.3641707927,0.03010695004
0.038125,0.8648997472,0.3504199265,0.3645917804,0.03013238966
0.03875,0.7392173283,0.3723429256,0.3650088105,0.0300815795
0.039375,0.8200768749,0.3552335111,0.3654218721,0.02994356406
0.04,0.533368647,0.362793955,0.3658309542,0.02990538101
0.040625,0.7700364265,0.3627285332,0.3662360461,0.02989373973
0.04125,0.7964619679,0.3519708024,0.3666371371,0.02979107186
0.041875,0.7505690892,0.3546156701,0.3670342169,0.02985093109
0.0425,0.5453966154,0.3612516307,0.3674272751,0.02981215871
0.043125,0.6656412934,0.3775763442,0.3678163014,0.0298299761
0.04375,0.3226949512,0.3731436816,0.3682012859,0.02975843991
0.044375,0.6950042046,0.3722376261,0.3685822185,0.02976805834
0.045,0.5597731426,0.362181377,0.3689590897,0.02981065467
0.045625,0.7161700121,0.3604809519,0.3693318897,0.02981690418
0.04625,0.6454090211,0.3635822569,0.369700609,0.02988204639
0.046875,0.6292869819,0.3505199654,0.3700652384,0.02987525109
0.0475,0.2236492499,0.3775774606,0.3704257685,0.02989939706
0.048125,0.5442053269,0.3667533047,0.3707821905,0.02996946077
0.04875,0.7834705533,0.3654196695,0.3711344953,0.029875431
0.049375,0.440008282,0.3673996976,0.3714826741,0.02992825137
0.05,0.4625084195,0.3830961316,0.3718267185,0.02998494575
0.050625,0.1558830174,0.3821635897,0.3721666199,0.02989174389
0.05125,0.3434624189,0.3689196838,0.37250237,0.02988016258
0.051875,0.3862393308,0.3684581592,0.3728339605,0.02987507933
0.0525,0.5533802565,0.3712944217,0.3731613836,0.02990411726
0.053125,0.6291583516,0.3706620894,0.3734846313,0.0298719792
0.05375,0.5201616972,0.3696883654,0.3738036959,0.02987364252
0.054375,0.5459798232,0.3725813787,0.3741185697,0.02976176735
0.055,0.5243946389,0.3591595416,0.3744292454,0.02972420635
0.055625,0.5185554826,0.3786139744,0.3747357157,0.02976501748
0.05625,0.5073194603,0.3774675379,0.3750379735,0.02968374593
0.056875,0.5806993744,0.3754784558,0.3753360117,0.02971245088
0.0575,0.5516079836,0.3799325468,0.3756298236,0.02977805249
0.058125,0.5048357882,0.3737532465,0.3759194024,0.02960719724
0.05875,0.530829131,0.3815809507,0.3762047416,0.02966561363
0.059375,0.6507027542,0.3826985443,0.3764858349,0.02983679321
0.06,0.2969075926,0.3585656761,0.376762676,0.02978777838
0.060625,0.4695435552,0.3649368472,0.3770352589,0.02990187678
0.06125,0.4932458544,0.3583766284,0.3773035776,0.02989307649
0.061875,0.58505935,0.3756940305,0.3775676264,0.02984687767
0.0625,0.3186997086,0.3973359016,0.3778273997,0.02977380049
0.063125,0.2834580356,0.3669689185,0.378082892,0.02980216314
0.06375,0.4420175386,0.3532022339,0.378334098,0.02990180185
0.064375,0.3382244758,0.3916004222,0.3785810126,0.02995562217
0.065,0.58377435,0.393425886,0.3788236308,0.03004963133
0.065625,0.4781477395,0.3876700306,0.3790619477,0.03000045717
0.06625,0.4374544978,0.3869597698,0.3792959587,0.02995664088
0.066875,0.4321126393,0.352926553,0.3795256592,0.02995514399
0.0675,0.2922893138,0.3705678602,0.379751045,0.02999079023
0.068125,0.373920602,0.3915504065,0.3799721117,0.02994271109
0.06875,0.2810179813,0.3841122583,0.3801888553,0.0300068643
0.069375,0.3554958729,0.388843734,0.380401272,0.03001305259
0.07,0.5437682794,0.3675266877,0.380609358,0.02993227842
0.070625,0.2527232349,0.3685360384,0.3808131097,0.02996529449
0.07125,0.431989571,0.3811871335,0.3810125236,0.02982007398
0.071875,0.2216669095,0.3677856608,0.3812075967,0.02989025528
0.0725,0.2093306738,0.3787525997,0.3813983256,0.02992970583
0.073125,0.1289780379,0.378383656,0.3815847076,0.02994164577
0.07375,0.3886062424,0.375275712,0.3817667398,0.02988575536
0.074375,0.3210141098,0.3956845242,0.3819444196,0.02985671615
0.075,0.4359236503,0.3722452411,0.3821177444,0.02987037164
0.075625,0.2033209014,0.3536869671,0.3822867121,0.02983184977
0.07625,0.4226935894,0.3804706452,0.3824513205,0.02984994328
0.076875,0.1824455271,0.3726238145,0.3826115676,0.0298849297
0.0775,0.4260477507,0.3883654418,0.3827674515,0.02982905037
0.078125,0.1866417647,0.382274387,0.3829189706,0.02994203559
0.07875,0.2122671614,0.3721874723,0.3830661234,0.03006359272
0.079375,0.1946109551,0.3930437277,0.3832089085,0.03007468397
0.08,0.2398865947,0.3782935893,0.3833473249,0.03012694265
0.080625,0.05675988849,0.3926960008,0.3834813713,0.03000054028
0.08125,0.1332123398,0.373760617,0.3836110471,0.02994154975
0.081875,0.03258207237,0.3715347618,0.3837363514,0.02991312292
0.0825,0.352844989,0.3838386937,0.3838572838,0.03010614986
0.083125,0.1753787279,0.3842142661,0.3839738439,0.03016927071
0.08375,0.1955585984,0.3912662497,0.3840860315,0.03020696266
0.084375,0.1651354204,0.393408741,0.3841938465,0.03010396701
0.085,0.1393345579,0.3764181657,0.384297289,0.030063867
0.085625,0.167268754,0.3825806607,0.3843963594,0.03011522914
0.08625,-0.06411074789,0.3968877226,0.3844910579,0.03010166716
0.086875,0.2396643583,0.3851174259,0.3845813854,0.03008076314
0.0875,0.09414596232,0.3927013202,0.3846673424,0.03012232329
0.088125,0.02768385681,0.3933306406,0.3847489299,0.03016050185
0.08875,-0.07357273635,0.4074526882,0.3848261491,0.03023058202
0.089375,0.1500499622,0.3927275704,0.3848990012,0.03018088493
0.09,0.1479882997,0.404822539,0.3849674875,0.03027892142
0.090625,-0.02143030886,0.3932359944,0.3850316096,0.03046098516
0.09125,0.08479927421,0.3815524346,0.3850913694,0.03035126644
0.091875,0.01211885826,0.3975864813,0.3851467686,0.03033693259
0.0925,-0.08610355119,0.3814159338,0.3851978094,0.03020853506
0.093125,0.1316586988,0.4017489051,0.385244494,0.0301478443
0.09375,-0.01861069789,0.3879201491,0.3852868247,0.03015387788
0.094375,0.07379849194,0.3890293707,0.3853248042,0.03016001844
0.095,-0.1542222685,0.3730442189,0.3853584351,0.02996143521
0.095625,-0.15273267,0.3789696431,0.3853877203,0.03005254806
0.09625,0.04886188077,0.3774491578,0.3854126628,0.03009933759
0.096875,0.02244803234,0.4059104315,0.3854332659,0.03009308651
0.0975,0.2547662669,0.3913854488,0.3854495329,0.030064089
0.098125,0.06166945929,0.385699246,0.3854614674,0.02996630257
0.09875,0.1305247851,0.3986270016,0.3854690729,0.03000952731
0.099375,-0.01890033506,0.3748644356,0.3854723535,0.02998400746
0.1,0.1266407805,0.3735506398,0.385471313,0.02991130591
0.100625,0.006084258259,0.3837428862,0.3854659558,0.02994361937
0.10125,0.03644819938,0.383912791,0.385456286,0.02998929212
0.101875,0.05288722122,0.3872115731,0.3854423083,0.0299379624
0.1025,-0.1269240557,0.3832440441,0.3854240272,0.03003097113
