t,gyro_rate,accel_angle,true_angle,true_bias
0,1.154222397,0.3397967498,0.3321631364,0.02983353282
0.0025,0.9531203822,0.3289435507,0.3346784665,0.02966475445
0.005,1.103924875,0.3342764971,0.337143824,0.02957455864
0.0075,0.9878268857,0.3515703503,0.3395580833,0.02962190391
0.01,0.9243900576,0.3581698296,0.3419201442,0.02936617664
0.0125,0.8402325824,0.3255194112,0.3442289326,0.02933658268
0.015,0.9140283014,0.357622434,0.3464834012,0.02947693825
0.0175,0.8641325502,0.3591522943,0.3486825305,0.02958644599
0.02,0.8515412577,0.3347967056,0.3508253296,0.02938074165
0.0225,0.9092843295,0.3584346963,0.352910837,0.02949080333
0.025,0.7683182866,0.3674590705,0.3549381213,0.02949727915
0.0275,0.6710258536,0.3558478792,0.3569062817,0.02965238794
0.03,0.8202820074,0.3624672788,0.3588144492,0.02962911348
0.0325,0.8238120982,0.354951468,0.3606617872,0.0297340549
0.035,0.7904442996,0.3542759045,0.3624474918,0.02965400134
0.0375,0.7875563162,0.3575584568,0.3641707927,0.02968906775
0.04,0.5566113123,0.3712002976,0.3658309542,0.02984853351
0.0425,0.6114078719,0.3598884722,0.3674272751,0.02987917174
0.045,0.5443951797,0.3617930466,0.3689590897,0.02998670007
0.0475,0.4756114809,0.3589511206,0.3704257685,0.0299960674
0.05,0.5629797065,0.3622870426,0.3718267185,0.02999709336
0.0525,0.5167450055,0.3688798602,0.3731613836,0.030260753
0.055,0.5093162323,0.3909083471,0.3744292454,0.03035790373
0.0575,0.5833598369,0.3605840059,0.3756298236,0.0304664687
0.06,0.492853233,0.3833467517,0.376762676,0.03064827074
0.0625,0.3269197056,0.3800044376,0.3778273997,0.0304217302
0.065,0.3790220398,0.3859225843,0.3788236308,0.03051608551
0.0675,0.4647172429,0.3850415732,0.379751045,0.03075203083
0.07,0.3495019446,0.3678229224,0.380609358,0.03076529087
0.0725,0.3510324177,0.3940393107,0.3813983256,0.03058841088
0.075,0.3743502946,0.3823049795,0.3821177444,0.03055665778
0.0775,0.2733745969,0.3864894459,0.3827674515,0.03065863478
0.08,0.2652282542,0.3765927221,0.3833473249,0.03051108896
0.0825,0.2322801555,0.3743442884,0.3838572838,0.0307752741
0.085,0.1233238917,0.3742226423,0.384297289,0.03072232994
0.0875,0.2390531528,0.3933003062,0.3846673424,0.03046674608
0.09,0.1386120454,0.3877314909,0.3849674875,0.03031216317
0.0925,0.05689245057,0.3943819277,0.3851978094,0.03022658827
0.095,0.08217736454,0.3976683749,0.3853584351,0.03019278497
0.0975,-0.002346423161,0.3916568589,0.3854495329,0.0300922549
0.1,0.07920192856,0.3735464506,0.385471313,0.03001640213
0.1025,0.0005377670219,0.3886071731,0.3854240272,0.0301272825
0.105,-0.04524397715,0.3831006625,0.3853079687,0.02988706588
0.1075,-0.1012508779,0.3828797963,0.3851234722,0.02977811503
0.11,-0.1518399264,0.3939957648,0.3848709138,0.02991220777
0.1125,-0.02431018986,0.3836044073,0.3845507106,0.0301427749
0.115,-0.1925271129,0.3720966168,0.3841633207,0.03023614899
0.1175,-0.1870524545,0.3834849036,0.383709243,0.03031020396
0.12,-0.1691522659,0.3908458216,0.3831890168,0.03027613007
0.1225,-0.2070633059,0.3869181619,0.3826032216,0.03015909506
0.125,-0.306701868,0.3814278365,0.381952477,0.03005641906
0.1275,-0.2637081109,0.3861296285,0.381237442,0.03001023755
0.13,-0.3381457836,0.3938249805,0.3804588148,0.03002236488
0.1325,-0.3588507589,0.364693134,0.3796173325,0.03000196154
0.135,-0.3538643803,0.3909074894,0.3787137707,0.02982826133
0.1375,-0.3878078539,0.3779156637,0.3777489429,0.02988934213
0.14,-0.4647242092,0.39593154,0.3767237,0.03006370045
0.1425,-0.4172713133,0.3805221285,0.3756389301,0.03051596027
0.145,-0.4339878472,0.3743073188,0.3744955577,0.03026393672
0.1475,-0.4063671364,0.3896296166,0.3732945432,0.03016228205
0.15,-0.4294283769,0.3827668233,0.3720368825,0.03022890008
0.1525,-0.5720595586,0.3683074399,0.3707236063,0.03028002933
0.155,-0.5724071372,0.3515702531,0.3693557792,0.03017865899
0.1575,-0.4783389626,0.3823111106,0.3679344996,0.02990287812
0.16,-0.6259809503,0.3688345772,0.3664608987,0.02982676202
0.1625,-0.6122600979,0.3790366966,0.3649361396,0.02980372945
0.165,-0.6535749502,0.3582656705,0.3633614171,0.02959864372
0.1675,-0.6862425029,0.3553120597,0.3617379566,0.02971861218
0.17,-0.6265879806,0.3533267799,0.3600670134,0.02964131742
0.1725,-0.7640630468,0.3518441054,0.3583498721,0.0296772022
0.175,-0.6429266723,0.3705908637,0.3565878454,0.02953437982
0.1775,-0.7060452052,0.3587570991,0.3547822738,0.02955386668
0.18,-0.8010748196,0.3548059386,0.3529345242,0.02963930934
0.1825,-0.7739378285,0.3438705737,0.3510459896,0.02965205836
0.185,-0.738516349,0.3279840116,0.3491180878,0.02978259279
0.1875,-0.8448734074,0.3594884728,0.3471522607,0.02976925218
0.19,-0.8682415696,0.3364139932,0.3451499732,0.02981779412
0.1925,-0.800616964,0.3293388416,0.3431127125,0.02995817155
0.195,-0.9312670121,0.3376253328,0.3410419872,0.02977036199
0.1975,-0.9103929556,0.3413590617,0.3389393259,0.02987625274
0.2,-0.8215862033,0.3485126171,0.3368062767,0.0299898915
0.2025,-0.8177737861,0.3400879484,0.334644406,0.02980373778
0.205,-0.8613212042,0.3202542933,0.3324552974,0.02978082517
0.2075,-0.827270616,0.3308764006,0.3302405509,0.02977090865
0.21,-0.8977984577,0.3093007547,0.3280017819,0.02982923453
0.2125,-1.002851821,0.3125190136,0.3257406197,0.02976520841
0.215,-0.8496161595,0.3296802807,0.323458707,0.02976878505
0.2175,-0.8986096917,0.34068151,0.3211576986,0.02954528469
0.22,-0.9377854304,0.3296115321,0.3188392603,0.02947041269
0.2225,-0.9580500452,0.287116402,0.3165050679,0.02955228495
0.225,-0.9642243967,0.3134297781,0.314156806,0.02938999185
0.2275,-0.8686253632,0.3215177724,0.3117961672,0.02944765177
0.23,-1.066254636,0.3118548255,0.3094248505,0.02957910498
0.2325,-0.8373723294,0.3128664495,0.3070445606,0.02923764447
0.235,-0.9942474891,0.3215822139,0.3046570068,0.02935472727
0.2375,-0.8194046751,0.3080067784,0.3022639016,0.02969733642
0.24,-0.9147521968,0.3239813184,0.2998669599,0.02959955675
0.2425,-0.9465060613,0.2800871449,0.2974678976,0.02982800356
0.245,-0.9262652651,0.3043526572,0.2950684306,0.02981065298
0.2475,-0.8348481384,0.2807532503,0.292670274,0.02971850535
0.25,-0.9153687338,0.2892073977,0.2902751402,0.02957260098
0.2525,-0.930320194,0.3017816919,0.2878847386,0.02962957629
0.255,-0.8645964729,0.3034006817,0.2855007742,0.0298291037
0.2575,-1.056936529,0.2918624768,0.283124946,0.02993699435
0.26,-0.9451639351,0.2791992814,0.2807589468,0.03012526266
0.2625,-0.9242940178,0.2718186978,0.2784044614,0.03002716434
0.265,-0.8641065049,0.2737600947,0.2760631658,0.02993978175
0.2675,-0.9607344853,0.277176665,0.2737367258,0.02993703798
0.27,-0.9282042072,0.2931315177,0.2714267963,0.03000858045
0.2725,-0.9856318146,0.2642964088,0.2691350202,0.02991267218
0.275,-0.8264448448,0.2442727568,0.2668630268,0.03004122861
0.2775,-0.7903063467,0.2664088692,0.2646124315,0.03005385518
0.28,-0.858245385,0.2552783382,0.2623848341,0.02989255683
0.2825,-0.9630122187,0.2567278814,0.260181818,0.02995883897
0.285,-0.8658450862,0.2561680982,0.2580049494,0.02966864796
0.2875,-0.8389141756,0.2520543655,0.2558557758,0.02980926055
0.29,-0.6889302082,0.2685879071,0.2537358252,0.02988841166
0.2925,-0.7252019499,0.259875757,0.2516466055,0.02991254153
0.295,-0.8418059202,0.248352605,0.2495896028,0.02980101073
0.2975,-0.8470845487,0.2513730183,0.247566281,0.02974318231
0.3,-0.802970752,0.2295196087,0.2455780804,0.02977074328
0.3025,-0.7086933925,0.2552759424,0.2436264172,0.02969394954
0.305,-0.6724536274,0.231769817,0.2417126823,0.02973038656
0.3075,-0.7389496967,0.2448269188,0.2398382404,0.02980060939
0.31,-0.707222157,0.2323895471,0.2380044294,0.02968910074
0.3125,-0.657955882,0.2222429426,0.2362125588,0.02991532119
0.315,-0.65252472,0.2480042545,0.23446391,0.03015868543
