t,gyro_rate,accel_angle,true_angle,true_bias
0,1.036624123,0.3422801284,0.3321631364,0.0293341313
0.04,0.694866812,0.3747126089,0.3658309542,0.02866501781
0.08,0.2752440088,0.3667046144,0.3833473249,0.02831023456
0.12,-0.203971723,0.387836826,0.3831890168,0.02850561566
0.16,-0.570457694,0.3760899221,0.3664608987,0.02748870657
0.2,-0.8337573522,0.3202950333,0.3368062767,0.02737633073
0.24,-0.9202485228,0.3202618551,0.2998669599,0.027943753
0.28,-0.8234014071,0.2579971648,0.2623848341,0.02838778395
0.32,-0.6106064558,0.2234890227,0.231101253,0.02757096659
0.36,-0.2736147326,0.2004139997,0.2116472066,0.02801721334
0.4,0.1329301062,0.222549942,0.2076194013,0.02804911661
0.44,0.5400816029,0.2156419726,0.220004667,0.02867555175
0.48,0.8460381767,0.257818589,0.247053342,0.0285884539
0.52,1.070351327,0.2855776102,0.2846225509,0.02901421962
0.56,1.076971989,0.332639267,0.3269268672,0.02870000534
0.6,0.9504322514,0.3456801309,0.3675616969,0.02884627098
0.64,0.7420326907,0.4096151948,0.4006167588,0.02949013406
0.68,0.4048276856,0.4394991608,0.4216818414,0.02961868696
0.72,0.0214697071,0.4298961295,0.4285672788,0.03005480026
0.76,-0.2891284034,0.4351470912,0.4216136213,0.03009826961
0.8,-0.5235180512,0.4007416211,0.4035393989,0.03010837344
0.84,-0.6311632732,0.3590724945,0.3788592744,0.03116901201
0.88,-0.5358794493,0.3551376429,0.352982255,0.03156361491
0.92,-0.4283133633,0.3243066335,0.3311570568,0.03200387479
0.96,-0.1604389503,0.3147574049,0.3174588739,0.03273708294
1,0.07032056426,0.3216085169,0.3140038261,0.03183692079
1.04,0.3200277046,0.3228980773,0.3205357065,0.03222034203
1.08,0.4316507983,0.3363948034,0.3344618335,0.0331701233
1.12,0.4588636588,0.3685486487,0.3513330729,0.03322916348
1.16,0.3058912387,0.3615545725,0.3656821658,0.03252764352
1.2,0.08679047841,0.3639223586,0.3720689778,0.03240663112
1.24,-0.316674294,0.3547077925,0.3661430006,0.03282053913
1.28,-0.6600488146,0.3578320891,0.3455293204,0.03223635584
1.32,-1.033438449,0.2974971879,0.3103751029,0.03329909639
1.36,-1.248794318,0.2511302646,0.2634539257,0.03309331976
1.4,-1.353411542,0.2241143414,0.209804215,0.03207698433
1.44,-1.274732591,0.1493332598,0.1559614473,0.03146465268
1.48,-1.018274784,0.08972922346,0.1089166808,0.03112835309
1.52,-0.6036088286,0.08038642611,0.07498328177,0.03099913987
1.56,-0.1058618568,0.05488184988,0.05877054866,0.03060301958
1.6,0.3667388558,0.06733704757,0.06244426072,0.03030560853
1.64,0.8140419968,0.09392925527,0.08540333006,0.03075513
1.68,1.161628847,0.1199132876,0.1244278268,0.02980026353
1.72,1.362294001,0.1766494535,0.1742699223,0.0293704601
1.76,1.388732393,0.223353198,0.2285807698,0.02991283106
1.8,1.278137241,0.290627283,0.28100708,0.0308410996
1.84,1.06768956,0.3182534159,0.3262617657,0.03122059598
1.88,0.7533421529,0.3557161906,0.3609787502,0.03152281583
1.92,0.4737476303,0.3563724235,0.3842017919,0.0313925203
1.96,0.2514347053,0.3987882478,0.397423783,0.03093038025
2,0.1323105794,0.3967038458,0.4041744204,0.03052567624
2.04,0.1905324784,0.3889578314,0.409235758,0.03034695021
2.08,0.3250050467,0.4281244812,0.4176322419,0.03040145952
2.12,0.5593735479,0.4282601876,0.4335823278,0.03032584618
2.16,0.846670326,0.4569437183,0.4596054131,0.02963704532
2.2,1.062040645,0.495739218,0.4959493963,0.0298873685
2.24,1.22463127,0.531929628,0.5404458427,0.03059080179
2.28,1.231981096,0.5934371555,0.588821998,0.03240584106
2.32,1.111647583,0.6378416092,0.6354157714,0.03140374687
2.36,0.8548976262,0.6658955866,0.6741662884,0.03100312819
2.4,0.4870994831,0.7110876599,0.6997019582,0.0312756003
2.44,0.02496206016,0.7256723119,0.7083293667,0.0314861173
2.48,-0.4272666816,0.6977524305,0.6987430902,0.03108663598
2.52,-0.7990396769,0.6675634719,0.6723257565,0.0299895125
2.56,-1.074095414,0.6180380452,0.6329805453,0.0296910481
2.6,-1.176628239,0.5905517571,0.5865217577,0.0296049178
2.64,-1.068858796,0.5455255098,0.5397281149,0.02879057489
2.68,-0.857513816,0.5222293315,0.499223883,0.0292764487
2.72,-0.5209196438,0.4602363844,0.4703839041,0.02897326969
2.76,-0.1045834975,0.4646714578,0.4564545697,0.02912280882
2.8,0.2675914229,0.4462661614,0.4580444208,0.02855751929
2.84,0.5199403197,0.4692545336,0.4730722697,0.02864146672
2.88,0.7307316459,0.5004934702,0.4971793087,0.02898923734
2.92,0.7366462839,0.515821311,0.5245292143,0.02904623343
2.96,0.5543342262,0.5650535584,0.5488515346,0.02957437116
3,0.2580989441,0.5597188089,0.5645409966,0.0295270087
3.04,-0.06278914555,0.5704199283,0.5676163858,0.0297271765
3.08,-0.4179876159,0.5493930653,0.5563689157,0.03029468619
3.12,-0.7479633331,0.5199116237,0.5315867478,0.02954944798
3.16,-0.9275580765,0.501364179,0.4963192992,0.02997901096
3.2,-1.023719441,0.4430288765,0.4552283128,0.03043956598
3.24,-0.9456135012,0.4123358908,0.4136473555,0.02970095114
3.28,-0.8121382006,0.3673890547,0.3765240045,0.02961530067
3.32,-0.5731642083,0.3414992764,0.3474400155,0.0295816346
3.36,-0.3266118319,0.3314589358,0.3278904628,0.02982093812
3.4,-0.1579373485,0.3131283968,0.316955782,0.02957083364
3.44,-0.07234362932,0.3104369332,0.3114293082,0.02959114018
3.48,-0.1589637736,0.3128468202,0.3063801511,0.02870313877
3.52,-0.3187088604,0.2973550181,0.2960519874,0.02840965077
3.56,-0.6904518709,0.2852005875,0.2749368803,0.02874313982
3.6,-1.082004148,0.2626284936,0.2388306524,0.02809996741
3.64,-1.518735569,0.1739820603,0.1856785427,0.02833660708
3.68,-1.891998319,0.1149848981,0.1160565318,0.02886841991
3.72,-2.159597681,0.02372693191,0.03319826852,0.0275085779
3.76,-2.303069275,-0.0533129329,-0.05744158297,0.02798290906
3.8,-2.217724636,-0.1517593777,-0.1490140414,0.02935934569
3.84,-1.949486792,-0.2362643511,-0.2343493196,0.02897422701
3.88,-1.598778585,-0.3116840775,-0.3070897443,0.02989401422
3.92,-1.107710411,-0.3599904068,-0.3626839694,0.02983061192
3.96,-0.6420848536,-0.4034225455,-0.3990690412,0.0294680214
4,-0.2041282044,-0.4098749198,-0.4169225135,0.02889040392
4.04,0.131158303,-0.4330424331,-0.4194434215,0.02912430516
4.08,0.3017594156,-0.4166358028,-0.4117047777,0.02992841481
4.12,0.3417521695,-0.4120574222,-0.3996962923,0.03036597739
4.16,0.2148907131,-0.3850796472,-0.3892306322,0.03112505062
4.2,0.04331809608,-0.3905064027,-0.384909936,0.03073865737
4.24,-0.1712416617,-0.3999238852,-0.3893373365,0.03039512701
4.28,-0.3905831375,-0.4195315112,-0.4027131159,0.03039015194
4.32,-0.5300994888,-0.4101872781,-0.4228849782,0.03068232181
4.36,-0.5427929631,-0.4498144816,-0.4458394341,0.03030468873
4.4,-0.4057313959,-0.4611170893,-0.4665413097,0.03082491443
4.44,-0.1636237242,-0.4751628271,-0.4799653302,0.03088142073
4.48,0.1305896593,-0.4873358593,-0.4821289438,0.03024222732
4.52,0.4752690829,-0.4606049116,-0.4709353066,0.03051335589
4.56,0.774177466,-0.4324648262,-0.4466696909,0.02935859184
4.6,0.9820291243,-0.4084033395,-0.4120553172,0.02992704221
4.64,1.031520473,-0.3789464276,-0.3718544553,0.03024964665
4.68,0.9508297703,-0.3554038132,-0.3320831973,0.03035216612
4.72,0.7364462577,-0.2840170747,-0.2989787067,0.02991204291
4.76,0.3940783242,-0.2741234723,-0.2779032871,0.02968672924
4.8,-0.03724652791,-0.2416060849,-0.2723820603,0.02980297312
4.84,-0.4492349169,-0.2802448781,-0.2834481153,0.02950179814
4.88,-0.7564559368,-0.3108622411,-0.3094147539,0.02965354626
4.92,-0.9709225906,-0.343840986,-0.3461186249,0.02994043757
4.96,-1.017685196,-0.3787170391,-0.3875937032,0.02950040298
5,-0.8647419066,-0.4277402947,-0.4270592576,0.03041128475
5.04,-0.6074529833,-0.4487040339,-0.4580489579,0.03139074173
5.08,-0.2127425586,-0.4837474958,-0.4754831329,0.03148647179
5.12,0.2153920579,-0.4754299495,-0.4764964223,0.03191154116
5.16,0.594344515,-0.4859245134,-0.4608768251,0.03090732224
5.2,0.8902912118,-0.4371234902,-0.4310415779,0.03044239796
5.24,1.111256052,-0.3893342873,-0.3915579324,0.03022198337
5.28,1.112467884,-0.3482594021,-0.3482979191,0.03177319886
5.32,0.9857957798,-0.3240397409,-0.3073810435,0.03228516569
5.36,0.7442829712,-0.2787075226,-0.274095954,0.03259370125
5.4,0.4231758085,-0.2436869678,-0.2519948132,0.03177673607
5.44,0.08599161622,-0.2191432136,-0.242321968,0.03146293599
5.48,-0.1363973486,-0.2470420421,-0.2438773692,0.03188083312
5.52,-0.2537411169,-0.2731527027,-0.2533360798,0.03177933726
5.56,-0.3027473843,-0.2675943417,-0.2659623973,0.03161910513
5.6,-0.1585277621,-0.2814783465,-0.2765855253,0.0319585863
5.64,0.03226541188,-0.2627383939,-0.28065626,0.03227101483
5.68,0.2917442097,-0.2764649753,-0.2751893668,0.0328386562
5.72,0.550759169,-0.2362428542,-0.2594168798,0.03244807948
5.76,0.7157434536,-0.234382218,-0.2350297633,0.03323937136
5.8,0.766338226,-0.2002406567,-0.2059598405,0.03470288129
5.84,0.6785281079,-0.1663583242,-0.1777372088,0.03383213151
5.88,0.3902073012,-0.1750683698,-0.1565355187,0.03372446075
5.92,0.05142031261,-0.1394417727,-0.1480745867,0.03270428048
5.96,-0.4052421202,-0.1539054756,-0.1565765349,0.03222575437
6,-0.884853804,-0.1776019324,-0.1839631538,0.03228102304
6.04,-1.293593504,-0.2352935763,-0.2294399452,0.03233714751
6.08,-1.597684005,-0.3060953949,-0.2895438698,0.03075548168
6.12,-1.764920316,-0.3432538247,-0.3586494522,0.03149138452
6.16,-1.708560712,-0.4157576614,-0.4298463547,0.03187270071
6.2,-1.519196851,-0.4917227756,-0.496035439,0.0318296921
6.24,-1.185574528,-0.5591770762,-0.5510515512,0.03160471198
6.28,-0.7237913653,-0.5824567853,-0.5906167368,0.03082942059
6.32,-0.265617848,-0.5878599592,-0.6129581228,0.03118221845
6.36,0.03647145398,-0.6267115027,-0.6189848029,0.03098505965
6.4,0.3119836029,-0.6038274124,-0.6119969369,0.03041044726
6.44,0.4319266207,-0.6016470876,-0.5969837506,0.03067595496
6.48,0.4578939591,-0.5767737912,-0.5796402388,0.03104833692
6.52,0.2948379198,-0.5802102893,-0.5652819952,0.03064469922
6.56,0.09164529377,-0.5536793555,-0.5578548613,0.03139576901
6.6,-0.1165833959,-0.5567656765,-0.5592179257,0.03121793699
6.64,-0.2801141649,-0.5650562395,-0.5688281415,0.03190770269
6.68,-0.345526822,-0.5889920962,-0.5838815345,0.03110255496
