index,label,kind
385,0,normal
386,0,normal
387,0,normal
388,0,normal
389,0,normal
390,0,normal
391,0,normal
392,0,normal
393,0,normal
394,0,normal
395,0,normal
396,0,normal
397,0,normal
398,0,normal
399,0,normal
400,0,normal
401,0,normal
402,0,normal
403,0,normal
404,0,normal
405,0,normal
406,0,normal
407,0,normal
408,0,normal
409,0,normal
410,0,normal
411,0,normal
412,0,normal
413,0,normal
414,0,normal
415,0,normal
416,0,normal
417,0,normal
418,0,normal
419,0,normal
420,0,normal
421,0,normal
422,0,normal
423,0,normal
424,0,normal
425,0,normal
426,0,normal
427,0,normal
428,0,normal
429,0,normal
430,0,normal
431,0,normal
432,0,normal
433,0,normal
434,0,normal
435,0,normal
436,0,normal
437,0,normal
438,0,normal
439,0,normal
440,0,normal
441,0,normal
442,0,normal
443,0,normal
444,0,normal
445,0,normal
446,0,normal
447,0,normal
448,0,normal
449,0,normal
450,0,normal
451,0,normal
452,0,normal
453,0,normal
454,0,normal
455,0,normal
456,0,normal
457,0,normal
458,0,normal
459,0,normal
460,0,normal
461,0,normal
462,0,normal
463,0,normal
464,0,normal
465,0,normal
466,0,normal
467,0,normal
468,0,normal
469,0,normal
470,0,normal
471,0,normal
472,0,normal
473,0,normal
474,0,normal
475,0,normal
476,0,normal
477,0,normal
478,0,normal
479,0,normal
480,0,normal
481,0,normal
482,0,normal
483,0,normal
484,0,normal
485,0,normal
486,0,normal
487,0,normal
488,0,normal
489,0,normal
490,0,normal
491,0,normal
492,0,normal
493,0,normal
494,0,normal
495,0,normal
496,0,normal
497,0,normal
498,0,normal
499,0,normal
500,0,normal
501,0,normal
502,0,normal
503,0,normal
504,0,normal
505,0,normal
506,0,normal
507,0,normal
508,0,normal
509,0,normal
510,0,normal
511,0,normal
512,0,normal
513,0,normal
514,0,normal
515,0,normal
516,0,normal
517,0,normal
518,0,normal
519,0,normal
520,0,normal
521,0,normal
522,0,normal
523,0,normal
524,0,normal
525,0,normal
526,0,normal
527,0,normal
528,0,normal
529,0,normal
530,0,normal
531,0,normal
532,0,normal
533,0,normal
534,0,normal
535,0,normal
536,0,normal
537,0,normal
538,0,normal
539,0,normal
540,0,normal
541,0,normal
542,0,normal
543,0,normal
544,0,normal
545,0,normal
546,0,normal
547,0,normal
548,0,normal
549,0,normal
550,0,normal
551,0,normal
552,0,normal
553,0,normal
554,0,normal
555,0,normal
556,0,normal
557,0,normal
558,0,normal
559,0,normal
560,0,normal
561,0,normal
562,0,normal
563,0,normal
564,0,normal
565,0,normal
566,0,normal
567,0,normal
568,0,normal
569,0,normal
570,0,normal
571,0,normal
572,0,normal
573,0,normal
574,0,normal
575,0,normal
576,0,normal
577,0,normal
578,0,normal
579,0,normal
580,0,normal
581,0,normal
582,0,normal
583,0,normal
584,0,normal
585,0,normal
586,0,normal
587,0,normal
588,0,normal
589,0,normal
590,0,normal
591,0,normal
592,0,normal
593,0,normal
594,0,normal
595,0,normal
596,0,normal
597,0,normal
598,0,normal
599,0,normal
600,0,normal
601,0,normal
602,0,normal
603,0,normal
604,0,normal
605,0,normal
606,0,normal
607,0,normal
608,0,normal
609,0,normal
610,0,normal
611,0,normal
612,0,normal
613,0,normal
614,0,normal
615,0,normal
616,0,normal
617,0,normal
618,0,normal
619,0,normal
620,0,normal
621,0,normal
622,0,normal
623,0,normal
624,0,normal
625,0,normal
626,0,normal
627,0,normal
628,0,normal
629,0,normal
630,0,normal
631,0,normal
632,0,normal
633,0,normal
634,0,normal
635,0,normal
636,0,normal
637,0,normal
638,0,normal
639,0,normal
640,0,normal
641,0,normal
642,0,normal
643,0,normal
644,0,normal
645,0,normal
646,0,normal
647,0,normal
648,0,normal
649,0,normal
650,0,normal
651,0,normal
652,0,normal
653,0,normal
654,0,normal
655,0,normal
656,0,normal
657,0,normal
658,0,normal
659,0,normal
660,0,normal
661,0,normal
662,0,normal
663,0,normal
664,0,normal
665,0,normal
666,0,normal
667,0,normal
668,0,normal
669,0,normal
670,0,normal
671,0,normal
672,0,normal
673,0,normal
674,0,normal
675,0,normal
676,0,normal
677,0,normal
678,0,normal
679,0,normal
680,0,normal
681,0,normal
682,0,normal
683,0,normal
684,0,normal
685,0,normal
686,0,normal
687,0,normal
688,0,normal
689,0,normal
690,0,normal
691,0,normal
692,0,normal
693,0,normal
694,0,normal
695,0,normal
696,0,normal
697,0,normal
698,0,normal
699,0,normal
700,1,spike
701,0,normal
702,0,normal
703,0,normal
704,1,spike
705,1,spike
706,0,normal
707,0,normal
708,0,normal
709,0,normal
710,0,normal
711,0,normal
712,0,normal
713,0,normal
714,0,normal
715,0,normal
716,0,normal
717,1,spike
718,0,normal
719,1,spike
720,0,normal
721,0,normal
722,0,normal
723,0,normal
724,0,normal
725,0,normal
726,0,normal
727,0,normal
728,0,normal
729,0,normal
730,0,normal
731,0,normal
732,0,normal
733,0,normal
734,1,spike
735,0,normal
736,1,spike
737,0,normal
738,0,normal
739,0,normal
740,0,normal
741,1,spike
742,1,spike
743,0,normal
744,0,normal
745,1,spike
746,0,normal
747,0,normal
748,0,normal
749,0,normal
750,0,normal
751,0,normal
752,0,normal
753,0,normal
754,0,normal
755,0,normal
756,0,normal
757,0,normal
758,0,normal
759,0,normal
760,0,normal
761,0,normal
762,0,normal
763,0,normal
764,1,spike
765,0,normal
766,1,spike
767,0,normal
768,0,normal
769,0,normal
770,0,normal
771,0,normal
772,0,normal
773,0,normal
774,0,normal
775,0,normal
776,0,normal
777,0,normal
778,0,normal
779,0,normal
780,0,normal
781,1,spike
782,0,normal
783,0,normal
784,0,normal
785,0,normal
786,0,normal
787,0,normal
788,0,normal
789,0,normal
790,0,normal
791,0,normal
792,0,normal
793,1,spike
794,0,normal
795,1,spike
796,1,spike
797,0,normal
798,0,normal
799,0,normal
800,0,normal
801,0,normal
802,0,normal
803,0,normal
804,0,normal
805,0,normal
806,0,normal
807,0,normal
808,1,spike
809,1,spike
810,0,normal
811,0,normal
812,1,spike
813,0,normal
814,0,normal
815,0,normal
816,0,normal
817,0,normal
818,0,normal
819,0,normal
820,0,normal
821,0,normal
822,0,normal
823,0,normal
824,0,normal
825,0,normal
826,0,normal
827,1,spike
828,0,normal
829,0,normal
830,0,normal
831,0,normal
832,1,spike
833,0,normal
834,0,normal
835,0,normal
836,0,normal
837,0,normal
838,0,normal
839,1,spike
840,0,normal
841,0,normal
842,1,spike
843,0,normal
844,0,normal
845,1,spike
846,0,normal
847,0,normal
848,0,normal
849,0,normal
850,0,normal
851,0,normal
852,0,normal
853,0,normal
854,0,normal
855,0,normal
856,0,normal
857,0,normal
858,0,normal
859,1,spike
860,0,normal
861,0,normal
862,0,normal
863,0,normal
864,0,normal
865,0,normal
866,0,normal
867,0,normal
868,0,normal
869,1,spike
870,0,normal
871,0,normal
872,1,spike
873,0,normal
874,0,normal
875,0,normal
876,0,normal
877,0,normal
878,0,normal
879,0,normal
880,0,normal
881,0,normal
882,0,normal
883,0,normal
884,0,normal
885,0,normal
886,0,normal
887,0,normal
888,0,normal
889,1,spike
890,1,spike
891,0,normal
892,0,normal
893,0,normal
894,0,normal
895,0,normal
896,0,normal
897,0,normal
898,0,normal
899,0,normal
900,0,normal
901,1,spike
902,0,normal
903,0,normal
904,0,normal
905,0,normal
906,0,normal
907,0,normal
908,0,normal
909,1,spike
910,0,normal
911,0,normal
912,0,normal
913,1,spike
914,0,normal
915,0,normal
916,0,normal
917,0,normal
918,0,normal
919,0,normal
920,1,spike
921,0,normal
922,0,normal
923,0,normal
924,0,normal
925,1,spike
926,0,normal
927,0,normal
928,0,normal
929,0,normal
930,0,normal
931,0,normal
932,1,spike
933,0,normal
934,0,normal
935,0,normal
936,0,normal
937,0,normal
938,0,normal
939,0,normal
940,1,spike
941,0,normal
942,0,normal
943,1,spike
944,0,normal
945,0,normal
946,0,normal
947,0,normal
948,0,normal
949,0,normal
950,1,spike
951,0,normal
952,0,normal
953,0,normal
954,0,normal
955,0,normal
956,0,normal
957,0,normal
958,1,spike
959,1,spike
960,0,normal
961,0,normal
962,0,normal
963,0,normal
964,0,normal
965,0,normal
966,0,normal
967,0,normal
968,1,spike
969,0,normal
970,0,normal
971,0,normal
972,0,normal
973,0,normal
974,0,normal
975,1,spike
976,1,spike
977,0,normal
978,0,normal
979,0,normal
980,1,spike
981,0,normal
982,0,normal
983,0,normal
984,0,normal
985,0,normal
986,1,spike
987,0,normal
988,0,normal
989,0,normal
990,0,normal
991,0,normal
992,0,normal
993,0,normal
994,0,normal
995,1,spike
996,1,spike
997,0,normal
998,0,normal
999,1,spike
1000,1,spike
1001,0,normal
1002,0,normal
1003,0,normal
1004,0,normal
1005,1,spike
1006,0,normal
1007,0,normal
1008,0,normal
1009,0,normal
1010,0,normal
1011,1,spike
1012,0,normal
1013,0,normal
1014,0,normal
1015,0,normal
1016,0,normal
1017,0,normal
1018,0,normal
1019,0,normal
1020,0,normal
1021,0,normal
1022,0,normal
1023,0,normal
1024,0,normal
1025,0,normal
1026,0,normal
1027,0,normal
1028,0,normal
1029,0,normal
1030,0,normal
1031,1,spike
1032,0,normal
1033,1,spike
1034,0,normal
1035,0,normal
1036,0,normal
1037,0,normal
1038,1,spike
1039,1,spike
1040,0,normal
1041,0,normal
1042,0,normal
1043,0,normal
1044,1,spike
1045,0,normal
1046,0,normal
1047,0,normal
1048,0,normal
1049,0,normal
1050,0,normal
1051,0,normal
1052,1,spike
1053,0,normal
1054,0,normal
1055,0,normal
1056,0,normal
1057,0,normal
1058,0,normal
1059,0,normal
1060,0,normal
1061,1,spike
1062,0,normal
1063,0,normal
1064,0,normal
1065,0,normal
1066,0,normal
1067,0,normal
1068,0,normal
1069,0,normal
1070,0,normal
1071,0,normal
1072,0,normal
1073,0,normal
1074,0,normal
1075,0,normal
1076,1,spike
1077,0,normal
1078,0,normal
1079,0,normal
1080,0,normal
1081,0,normal
1082,0,normal
1083,0,normal
1084,1,spike
1085,0,normal
1086,0,normal
1087,0,normal
1088,0,normal
1089,1,spike
1090,0,normal
1091,0,normal
1092,1,spike
1093,0,normal
1094,0,normal
1095,0,normal
1096,0,normal
1097,0,normal
1098,0,normal
1099,0,normal
1100,1,spike
1101,0,normal
1102,0,normal
1103,0,normal
1104,0,normal
1105,0,normal
1106,0,normal
1107,0,normal
1108,0,normal
1109,0,normal
1110,0,normal
1111,0,normal
1112,0,normal
1113,0,normal
1114,0,normal
1115,0,normal
1116,0,normal
1117,0,normal
1118,0,normal
1119,0,normal
1120,0,normal
1121,0,normal
1122,1,spike
1123,0,normal
1124,0,normal
1125,1,spike
1126,1,spike
1127,0,normal
1128,0,normal
1129,0,normal
1130,1,spike
1131,0,normal
1132,0,normal
1133,0,normal
1134,0,normal
1135,0,normal
1136,0,normal
1137,0,normal
1138,0,normal
1139,0,normal
1140,0,normal
1141,0,normal
1142,0,normal
1143,0,normal
1144,0,normal
1145,0,normal
1146,1,spike
1147,0,normal
1148,0,normal
1149,0,normal
1150,0,normal
1151,0,normal
1152,0,normal
1153,0,normal
1154,0,normal
1155,0,normal
1156,1,spike
1157,0,normal
1158,0,normal
1159,0,normal
1160,0,normal
1161,0,normal
1162,0,normal
1163,0,normal
1164,0,normal
1165,1,spike
1166,0,normal
1167,0,normal
1168,0,normal
1169,0,normal
1170,0,normal
1171,1,spike
1172,0,normal
1173,0,normal
1174,0,normal
1175,0,normal
1176,0,normal
1177,1,spike
1178,0,normal
1179,0,normal
1180,0,normal
1181,0,normal
1182,0,normal
1183,0,normal
1184,0,normal
1185,0,normal
1186,0,normal
1187,1,spike
1188,0,normal
1189,0,normal
1190,0,normal
1191,0,normal
1192,0,normal
1193,0,normal
1194,0,normal
1195,0,normal
1196,0,normal
1197,0,normal
1198,0,normal
1199,0,normal
1200,0,normal
1201,0,normal
1202,0,normal
1203,0,normal
1204,0,normal
1205,0,normal
1206,0,normal
1207,1,spike
1208,0,normal
1209,0,normal
1210,0,normal
1211,0,normal
1212,1,spike
1213,0,normal
1214,1,spike
1215,0,normal
1216,0,normal
1217,0,normal
1218,0,normal
1219,0,normal
1220,0,normal
1221,1,spike
1222,0,normal
1223,0,normal
1224,1,spike
1225,0,normal
1226,0,normal
1227,0,normal
1228,0,normal
1229,0,normal
1230,1,spike
1231,0,normal
1232,0,normal
1233,0,normal
1234,0,normal
1235,0,normal
1236,0,normal
1237,0,normal
1238,0,normal
1239,0,normal
1240,0,normal
1241,0,normal
1242,0,normal
1243,0,normal
1244,0,normal
1245,0,normal
1246,0,normal
1247,1,spike
1248,0,normal
1249,1,spike
1250,0,normal
1251,1,spike
1252,0,normal
1253,0,normal
1254,0,normal
1255,1,spike
1256,1,spike
1257,0,normal
1258,0,normal
1259,0,normal
1260,0,normal
1261,0,normal
1262,0,normal
1263,1,spike
1264,0,normal
1265,0,normal
1266,1,spike
1267,0,normal
1268,0,normal
1269,0,normal
1270,0,normal
1271,1,spike
1272,0,normal
1273,0,normal
1274,0,normal
1275,0,normal
1276,0,normal
1277,0,normal
1278,0,normal
1279,0,normal
1280,1,spike
1281,0,normal
1282,0,normal
1283,0,normal
1284,0,normal
1285,0,normal
1286,0,normal
1287,1,spike
1288,0,normal
1289,0,normal
1290,0,normal
1291,1,spike
1292,0,normal
1293,0,normal
1294,0,normal
1295,0,normal
1296,0,normal
1297,0,normal
1298,0,normal
1299,0,normal
1300,0,normal
1301,0,normal
1302,0,normal
1303,0,normal
1304,0,normal
1305,0,normal
1306,1,spike
1307,0,normal
1308,0,normal
1309,0,normal
1310,1,spike
1311,0,normal
1312,0,normal
1313,0,normal
1314,0,normal
1315,0,normal
1316,0,normal
1317,0,normal
1318,0,normal
1319,0,normal
1320,0,normal
1321,0,normal
1322,0,normal
1323,0,normal
1324,1,spike
1325,0,normal
1326,1,spike
1327,0,normal
1328,0,normal
1329,0,normal
1330,0,normal
1331,0,normal
1332,0,normal
1333,0,normal
1334,0,normal
1335,0,normal
1336,0,normal
1337,0,normal
1338,1,spike
1339,0,normal
1340,0,normal
1341,0,normal
1342,0,normal
1343,0,normal
1344,0,normal
1345,0,normal
1346,1,spike
1347,0,normal
1348,0,normal
1349,1,spike
1350,0,normal
1351,0,normal
1352,0,normal
1353,0,normal
1354,0,normal
1355,0,normal
1356,0,normal
1357,0,normal
1358,0,normal
1359,0,normal
1360,0,normal
1361,0,normal
1362,0,normal
1363,0,normal
1364,0,normal
1365,0,normal
1366,0,normal
1367,0,normal
1368,0,normal
1369,1,spike
1370,0,normal
1371,0,normal
1372,0,normal
1373,0,normal
1374,1,spike
1375,0,normal
1376,0,normal
1377,1,spike
1378,0,normal
1379,0,normal
1380,0,normal
1381,0,normal
1382,0,normal
1383,1,spike
1384,1,spike
1385,0,normal
1386,0,normal
1387,0,normal
1388,0,normal
1389,1,spike
1390,1,spike
1391,0,normal
1392,0,normal
1393,1,spike
1394,0,normal
1395,0,normal
1396,0,normal
1397,0,normal
1398,0,normal
1399,0,normal
1400,0,normal
1401,0,normal
1402,0,normal
1403,0,normal
1404,0,normal
1405,0,normal
1406,0,normal
1407,0,normal
1408,0,normal
1409,1,spike
1410,0,normal
1411,0,normal
1412,0,normal
1413,0,normal
1414,0,normal
1415,0,normal
1416,0,normal
1417,1,spike
1418,1,spike
1419,0,normal
1420,0,normal
1421,0,normal
1422,0,normal
1423,0,normal
1424,1,spike
1425,1,spike
1426,0,normal
1427,0,normal
1428,0,normal
1429,0,normal
1430,1,spike
1431,0,normal
1432,0,normal
1433,0,normal
1434,0,normal
1435,0,normal
1436,1,spike
1437,0,normal
1438,0,normal
1439,0,normal
1440,0,normal
1441,0,normal
1442,0,normal
1443,0,normal
1444,0,normal
1445,1,spike
1446,1,spike
1447,0,normal
1448,0,normal
1449,0,normal
1450,0,normal
1451,0,normal
1452,0,normal
1453,1,spike
1454,0,normal
1455,0,normal
1456,0,normal
1457,0,normal
1458,0,normal
1459,1,spike
1460,0,normal
1461,0,normal
1462,0,normal
1463,0,normal
1464,0,normal
1465,0,normal
1466,0,normal
1467,0,normal
1468,0,normal
1469,0,normal
1470,0,normal
1471,0,normal
1472,0,normal
1473,0,normal
1474,0,normal
1475,0,normal
1476,0,normal
1477,1,spike
1478,0,normal
1479,0,normal
1480,0,normal
1481,0,normal
1482,0,normal
1483,0,normal
1484,0,normal
1485,1,spike
1486,1,spike
1487,0,normal
1488,0,normal
1489,0,normal
1490,0,normal
1491,0,normal
1492,0,normal
1493,0,normal
1494,0,normal
1495,0,normal
1496,0,normal
1497,1,spike
1498,0,normal
1499,0,normal
1500,1,rotate
1501,1,rotate
1502,1,rotate
1503,1,rotate
1504,1,rotate
1505,1,rotate
1506,1,rotate
1507,1,rotate
1508,1,rotate
1509,1,rotate
1510,1,rotate
1511,1,rotate
1512,1,rotate
1513,1,rotate
1514,1,rotate
1515,1,rotate
1516,1,rotate
1517,1,rotate
1518,1,rotate
1519,1,rotate
1520,1,rotate
1521,1,rotate
1522,1,rotate
1523,1,rotate
1524,1,rotate
1525,1,rotate
1526,1,rotate
1527,1,rotate
1528,1,rotate
1529,1,rotate
1530,1,rotate
1531,1,rotate
1532,1,rotate
1533,1,rotate
1534,1,rotate
1535,1,rotate
1536,1,rotate
1537,1,rotate
1538,1,rotate
1539,1,rotate
1540,1,rotate
1541,1,rotate
1542,1,rotate
1543,1,rotate
1544,1,rotate
1545,1,rotate
1546,1,rotate
1547,1,rotate
1548,1,rotate
1549,1,rotate
1550,1,rotate
1551,1,rotate
1552,1,rotate
1553,1,rotate
1554,1,rotate
1555,1,rotate
1556,1,rotate
1557,1,rotate
1558,1,rotate
1559,1,rotate
1560,1,rotate
1561,1,rotate
1562,1,rotate
1563,1,rotate
1564,1,rotate
1565,1,rotate
1566,1,rotate
1567,1,rotate
1568,1,rotate
1569,1,rotate
1570,1,rotate
1571,1,rotate
1572,1,rotate
1573,1,rotate
1574,1,rotate
1575,1,rotate
1576,1,rotate
1577,1,rotate
1578,1,rotate
1579,1,rotate
1580,1,rotate
1581,1,rotate
1582,1,rotate
1583,1,rotate
1584,1,rotate
1585,1,rotate
1586,1,rotate
1587,1,rotate
1588,1,rotate
1589,1,rotate
1590,1,rotate
1591,1,rotate
1592,1,rotate
1593,1,rotate
1594,1,rotate
1595,1,rotate
1596,1,rotate
1597,1,rotate
1598,1,rotate
1599,1,rotate
1600,1,rotate
1601,1,rotate
1602,1,rotate
1603,1,rotate
1604,1,rotate
1605,1,rotate
1606,1,rotate
1607,1,rotate
1608,1,rotate
1609,1,rotate
1610,1,rotate
1611,1,rotate
1612,1,rotate
1613,1,rotate
1614,1,rotate
1615,1,rotate
1616,1,rotate
1617,1,rotate
1618,1,rotate
1619,1,rotate
1620,1,rotate
1621,1,rotate
1622,1,rotate
1623,1,rotate
1624,1,rotate
1625,1,rotate
1626,1,rotate
1627,1,rotate
1628,1,rotate
1629,1,rotate
1630,1,rotate
1631,1,rotate
1632,1,rotate
1633,1,rotate
1634,1,rotate
1635,1,rotate
1636,1,rotate
1637,1,rotate
1638,1,rotate
1639,1,rotate
1640,1,rotate
1641,1,rotate
1642,1,rotate
1643,1,rotate
1644,1,rotate
1645,1,rotate
1646,1,rotate
1647,1,rotate
1648,1,rotate
1649,1,rotate
1650,1,rotate
1651,1,rotate
1652,1,rotate
1653,1,rotate
1654,1,rotate
1655,1,rotate
1656,1,rotate
1657,1,rotate
1658,1,rotate
1659,1,rotate
1660,1,rotate
1661,1,rotate
1662,1,rotate
1663,1,rotate
1664,1,rotate
1665,1,rotate
1666,1,rotate
1667,1,rotate
1668,1,rotate
1669,1,rotate
1670,1,rotate
1671,1,rotate
1672,1,rotate
1673,1,rotate
1674,1,rotate
1675,1,rotate
1676,1,rotate
1677,1,rotate
1678,1,rotate
1679,1,rotate
1680,1,rotate
1681,1,rotate
1682,1,rotate
1683,1,rotate
1684,1,rotate
1685,1,rotate
1686,1,rotate
1687,1,rotate
1688,1,rotate
1689,1,rotate
1690,1,rotate
1691,1,rotate
1692,1,rotate
1693,1,rotate
1694,1,rotate
1695,1,rotate
1696,1,rotate
1697,1,rotate
1698,1,rotate
1699,1,rotate
1700,1,rotate
1701,1,rotate
1702,1,rotate
1703,1,rotate
1704,1,rotate
1705,1,rotate
1706,1,rotate
1707,1,rotate
1708,1,rotate
1709,1,rotate
1710,1,rotate
1711,1,rotate
1712,1,rotate
1713,1,rotate
1714,1,rotate
1715,1,rotate
1716,1,rotate
1717,1,rotate
1718,1,rotate
1719,1,rotate
1720,1,rotate
1721,1,rotate
1722,1,rotate
1723,1,rotate
1724,1,rotate
1725,1,rotate
1726,1,rotate
1727,1,rotate
1728,1,rotate
1729,1,rotate
1730,1,rotate
1731,1,rotate
1732,1,rotate
1733,1,rotate
1734,1,rotate
1735,1,rotate
1736,1,rotate
1737,1,rotate
1738,1,rotate
1739,1,rotate
1740,1,rotate
1741,1,rotate
1742,1,rotate
1743,1,rotate
1744,1,rotate
1745,1,rotate
1746,1,rotate
1747,1,rotate
1748,1,rotate
1749,1,rotate
1750,1,rotate
1751,1,rotate
1752,1,rotate
1753,1,rotate
1754,1,rotate
1755,1,rotate
1756,1,rotate
1757,1,rotate
1758,1,rotate
1759,1,rotate
1760,1,rotate
1761,1,rotate
1762,1,rotate
1763,1,rotate
1764,1,rotate
1765,1,rotate
1766,1,rotate
1767,1,rotate
1768,1,rotate
1769,1,rotate
1770,1,rotate
1771,1,rotate
1772,1,rotate
1773,1,rotate
1774,1,rotate
1775,1,rotate
1776,1,rotate
1777,1,rotate
1778,1,rotate
1779,1,rotate
1780,1,rotate
1781,1,rotate
1782,1,rotate
1783,1,rotate
1784,1,rotate
1785,1,rotate
1786,1,rotate
1787,1,rotate
1788,1,rotate
1789,1,rotate
1790,1,rotate
1791,1,rotate
1792,1,rotate
1793,1,rotate
1794,1,rotate
1795,1,rotate
1796,1,rotate
1797,1,rotate
1798,1,rotate
1799,1,rotate
1800,1,rotate
1801,1,rotate
1802,1,rotate
1803,1,rotate
1804,1,rotate
1805,1,rotate
1806,1,rotate
1807,1,rotate
1808,1,rotate
1809,1,rotate
1810,1,rotate
1811,1,rotate
1812,1,rotate
1813,1,rotate
1814,1,rotate
1815,1,rotate
1816,1,rotate
1817,1,rotate
1818,1,rotate
1819,1,rotate
1820,1,rotate
1821,1,rotate
1822,1,rotate
1823,1,rotate
1824,1,rotate
1825,1,rotate
1826,1,rotate
1827,1,rotate
1828,1,rotate
1829,1,rotate
1830,1,rotate
