u0,u1,u2,u3,u4,u5,u6,u7
-0.081269345466158605,-0.13755875431090672,0.22065829940428475,0.19659516234401109,-0.15757742031562871,-0.025911718863440094,0.086462275490355414,0.095714849908474522
0.54477825511138067,-0.072417863559518458,0.031394513149961514,0.14364699592815686,0.23145542578505682,0.12119604619543597,-0.070175290864190207,-0.079180524589754345
-0.11620403582911883,0.13541399929132092,-0.15650402427593579,0.11753352639209939,-0.1481793904488207,-0.085118541116096486,-0.20599711816823943,0.10498431903497402
0.16281412785720373,0.040543197461119757,-0.30888846248211588,-0.086523777406852687,-0.18453125956450434,-0.20683039274012791,-0.51570986864342305,0.028636346871121883
0.042716751942623976,0.31546579166045857,0.2255292685238052,-0.030983830877194047,-0.10449264239165632,-0.22772489912660812,0.17766942109626344,-0.29836922029991242
-0.29239594494901866,0.062431051462664436,0.019940632657279838,0.46121381693702551,0.28969457853585689,0.0040969010896069356,-0.20648752351118302,-0.4505350039227235
-0.097178904031912247,0.0873238707366501,-0.074013475219862568,-0.012165582481143602,0.14967185199793812,0.20753259314981864,-0.28656049958664531,-0.042859228449092089
0.11536880123649297,-0.15101494053580536,0.067025572506118569,0.026747580529038781,0.0015032029151013926,0.067810343304349305,0.039992516936562097,-0.034888044620334527
-0.16480488362817469,0.19423371037628859,-0.18283576832951021,0.1398363219673997,0.41080908415503098,-0.52946528245172564,0.1729823657879318,0.064960907116811475
0.10895268016614784,0.5914694875591312,-0.015936857429866984,-0.0018967057392226621,0.052520216707996052,0.20616289638577301,0.20841977534462949,-0.088035947890038477
-0.036351009777535609,-0.22183431429674252,0.1437801141163314,0.33736529134321042,0.028084347374779894,0.031007392286344092,-0.2673967432669544,0.10898460407064868
0.001487114951592072,0.20948171659556378,-0.018787228112444664,0.1118896130529117,0.33425823890238399,0.38769005957723263,-0.21006183437829135,0.020347562808747593
0.27103110859269447,-0.22340713999132011,0.041136389474251363,0.1362812032051092,-0.0029378417869072387,0.18630882988951589,0.18733823640451483,-0.23326170751497236
0.12240602292317333,0.1489578837285821,0.30885255151074198,-0.24545174504005571,0.091499331683361787,-0.074492747344744301,-0.086378013399446105,-0.070829158836772127
-0.086125283629580635,0.14901122073257378,-0.1262882518407682,-0.077556452277544999,-0.28988771544828129,0.22836535673541114,-0.0010274023674594086,-0.45408592195194414
-0.14269217681262922,-0.25329012928688127,-0.21738527296402416,0.074768218180124343,-0.14691300353923822,0.12129465040686861,0.30619062883120318,-0.12557832654285331
0.16301013974544926,-0.12466682948007618,0.14111071074978659,0.10919570683354607,-0.011635381382647456,-0.10753418444918768,-0.24234170361301746,-0.044785380158883663
-0.23828714105873175,-0.28322453027453331,0.23725607747062008,-0.22551611016111464,0.11609480108555469,-0.28536491063855735,-0.077805416384856579,-0.44179208600786457
-0.33545253516939555,-0.10922432842051021,-0.36133251763523022,0.063203266624508272,0.079147161320647141,0.21050223906301915,0.086795017775670003,0.01513374348014895
-0.047020530954990349,0.010531137156671129,0.14626054103000305,0.35415904573360601,-0.30018619762861837,0.078514770469563108,0.11135709814622523,-0.043148146611486179
0.044353823546606136,0.16718819264461804,0.26849686311680221,0.46079799465699656,-0.10347439155060872,-0.13105754211283932,0.079988245582133632,0.17720725335315313
0.25510294283077595,0.092888656212861423,-0.40432077526670918,0.23385266430220661,-0.33096769528090259,-0.28127236320719678,-0.05954779003618834,-0.22007795976032613
0.31331416039148591,-0.15419606565832292,-0.14906550296655399,0.00089524649248795096,0.23170125194952487,-0.050040717448661121,0.066344237175118087,-0.28022548566911626
0.16324435684160166,-0.12138557817023318,-0.26124519217718273,0.096590754249398461,0.25764886957605809,-0.10761485028513444,0.31133032975527752,0.11989091897388175
