u0,u1,u2,u3
-0.08398110419511795,0.16605201363563538,-0.053908221423625946,0.34201601147651672
0.48986488580703735,-0.28047388792037964,0.03807409480214119,0.15785133838653564
-0.15847600996494293,0.10273283720016479,-0.0091124158352613449,0.24334888160228729
0.226368248462677,0.19130328297615051,0.040140833705663681,-0.16661912202835083
-0.026709774509072304,0.0031337663531303406,0.24336491525173187,0.066086240112781525
-0.34235131740570068,-0.32727387547492981,0.40034890174865723,-0.20026348531246185
-0.12192265689373016,-0.17335984110832214,0.019717691466212273,-0.088504187762737274
0.11656640470027924,-0.021876603364944458,-0.054183941334486008,-0.074565410614013672
-0.24486824870109558,-0.41362130641937256,-0.24352747201919556,0.2023220956325531
0.069143161177635193,-0.056673076003789902,0.011401746422052383,-0.016128756105899811
0.014038681052625179,-0.071177691221237183,-0.062782123684883118,0.33183255791664124
-0.096645154058933258,-0.19665798544883728,-0.041669011116027832,-0.17121577262878418
0.28701317310333252,-0.026851624250411987,0.25965848565101624,-0.096615195274353027
0.11576066911220551,-0.19697847962379456,0.044527128338813782,0.0020890992600470781
-0.051874347031116486,0.20998527109622955,0.5481303334236145,0.10347487032413483
-0.1163889616727829,0.13317795097827911,0.13128085434436798,0.088776223361492157
0.052347820252180099,-0.12704616785049438,0.10641811788082123,-0.23640811443328857
-0.22796225547790527,-0.23599293828010559,0.3591536283493042,-0.14607948064804077
-0.36773902177810669,0.035685423761606216,-0.0099448803812265396,0.11425876617431641
-0.056245524436235428,0.38657167553901672,0.06077219545841217,-0.31035089492797852
0.055359214544296265,0.086712665855884552,-0.10650575160980225,-0.17245873808860779
0.21958041191101074,0.14669054746627808,0.22725754976272583,0.05191957950592041
0.30499541759490967,-0.32695072889328003,0.2315610945224762,0.23614661395549774
0.080950580537319183,-0.17633700370788574,-0.24124912917613983,-0.4794883131980896
