index,score,drift,flag
0,0.0008616800769,4.213439695e-07,-1
1,0.001019918942,4.213439695e-07,-1
2,0.01708913408,4.213439695e-07,-1
3,0.001811471302,4.213439695e-07,-1
4,0.0006064214977,4.213439695e-07,-1
5,0.0007023312501,4.213439695e-07,-1
6,0.001886362559,4.213439695e-07,-1
7,0.00172381103,4.213439695e-07,-1
8,0.004625779111,4.213439695e-07,-1
9,0.001698587439,4.213439695e-07,-1
10,0.0003430372744,4.213439695e-07,-1
11,0.001762151485,4.213439695e-07,-1
12,0.0007531441515,4.213439695e-07,-1
13,0.001029593055,4.213439695e-07,-1
14,0.000215385051,4.213439695e-07,-1
15,0.001897621434,4.213439695e-07,-1
16,0.0008771259454,4.213439695e-07,-1
17,0.0003206825932,4.213439695e-07,-1
18,0.001050129184,4.213439695e-07,-1
19,0.000434224261,4.213439695e-07,-1
20,0.0005486857262,4.213439695e-07,-1
21,0.0005324709346,4.213439695e-07,-1
22,0.0002953773655,4.213439695e-07,-1
23,0.00235642842,4.213439695e-07,-1
24,0.0008489962202,4.213439695e-07,-1
25,0.000388267712,4.213439695e-07,-1
26,0.0009356057853,4.213439695e-07,-1
27,0.0001935486798,4.213439695e-07,-1
28,0.0003387902689,4.213439695e-07,-1
29,0.0003481495951,4.213439695e-07,-1
30,0.001950720092,4.213439695e-07,-1
31,0.001054996508,4.213439695e-07,-1
32,0.0002921832493,4.213439695e-07,-1
33,0.0006718455115,4.213439695e-07,-1
34,0.001732843462,4.213439695e-07,-1
35,0.006152712274,4.213439695e-07,-1
36,0.002858842723,4.213439695e-07,-1
37,0.0009592298302,4.213439695e-07,-1
38,0.0008647424984,4.213439695e-07,-1
39,0.001741096377,4.213439695e-07,-1
40,0.0003182756482,4.213439695e-07,-1
41,0.0003467065399,4.213439695e-07,-1
42,0.001053739805,4.213439695e-07,-1
43,0.0003682250099,4.213439695e-07,-1
44,0.000380598678,4.213439695e-07,-1
45,0.01156560611,4.213439695e-07,-1
46,0.0007925520767,4.213439695e-07,-1
47,0.0003185585956,4.213439695e-07,-1
48,0.0006666072877,4.213439695e-07,-1
49,0.0004393311392,4.213439695e-07,-1
50,0.001212157891,4.213439695e-07,-1
51,0.0004175413051,4.213439695e-07,-1
52,0.0004981936072,4.213439695e-07,-1
53,0.001127426396,4.213439695e-07,-1
54,0.0004816970031,4.213439695e-07,-1
55,0.002521084389,4.213439695e-07,-1
56,0.0003736832296,4.213439695e-07,-1
57,0.002455357695,4.213439695e-07,-1
58,0.001354190288,4.213439695e-07,-1
59,0.001461197506,4.213439695e-07,-1
60,0.0004285756149,4.213439695e-07,-1
61,0.0009602812934,4.213439695e-07,-1
62,0.000287943607,4.213439695e-07,-1
63,0.002312124008,4.213439695e-07,-1
64,0.0008145686588,4.213439695e-07,-1
65,0.0007298897253,4.213439695e-07,-1
66,0.001284647034,4.213439695e-07,-1
67,0.0005548007903,4.213439695e-07,-1
68,0.0004712739901,4.213439695e-07,-1
69,0.0001322950702,4.213439695e-07,-1
70,0.01247988641,4.213439695e-07,-1
71,0.0004194329085,4.213439695e-07,-1
72,0.002862630412,4.213439695e-07,-1
73,0.0003064344055,4.213439695e-07,-1
74,0.002925488399,4.213439695e-07,-1
75,0.0007213475765,4.213439695e-07,-1
76,0.0002636237768,4.213439695e-07,-1
77,0.00283195544,4.213439695e-07,-1
78,0.0006792771746,4.213439695e-07,-1
79,0.0008246487123,4.213439695e-07,-1
80,0.001414836734,4.213439695e-07,-1
81,0.002641555853,4.213439695e-07,-1
82,0.0007822777843,4.213439695e-07,-1
83,0.002147195395,4.213439695e-07,-1
84,0.002128423192,4.213439695e-07,-1
85,0.00150568923,4.213439695e-07,-1
86,0.0002313378791,4.213439695e-07,-1
87,0.0001413011196,4.213439695e-07,-1
88,0.001314420137,4.213439695e-07,-1
89,0.0002118586999,4.213439695e-07,-1
90,0.003025445854,4.213439695e-07,-1
91,0.0006223456003,4.213439695e-07,-1
92,0.001085701282,4.213439695e-07,-1
93,0.002367757028,4.213439695e-07,-1
94,0.000593613775,4.213439695e-07,-1
95,0.006347340066,4.213439695e-07,-1
96,0.001629521488,4.213439695e-07,-1
97,0.0002398939978,4.213439695e-07,-1
98,0.000917346566,4.213439695e-07,-1
99,0.000244445604,4.213439695e-07,-1
100,0.008574121632,4.213439695e-07,-1
101,0.003217656398,4.213439695e-07,-1
102,0.01082802657,4.213439695e-07,-1
103,0.002728581661,4.213439695e-07,-1
104,0.000593656092,4.213439695e-07,-1
105,0.0004972919705,4.213439695e-07,-1
106,0.0003458991705,4.213439695e-07,-1
107,0.00713682035,4.213439695e-07,-1
108,0.0007081140648,4.213439695e-07,-1
109,0.001137048937,4.213439695e-07,-1
110,0.0002363907697,4.213439695e-07,-1
111,0.001406282652,4.213439695e-07,-1
112,0.0006093466072,4.213439695e-07,-1
113,0.000404113729,4.213439695e-07,-1
114,0.0006013466045,4.213439695e-07,-1
115,0.0001552691247,4.213439695e-07,-1
116,0.0004972614115,4.213439695e-07,-1
117,0.0005866910215,4.213439695e-07,-1
118,0.0005522598512,4.213439695e-07,-1
119,0.001042541116,4.213439695e-07,-1
120,0.005358969327,4.213439695e-07,-1
121,0.001838742523,4.213439695e-07,-1
122,0.004478741437,4.213439695e-07,-1
123,0.0003860823635,4.213439695e-07,-1
124,0.0004709057685,4.213439695e-07,-1
125,0.0004920805804,4.213439695e-07,-1
126,0.0001301114826,4.213439695e-07,-1
127,0.0003448691859,4.213439695e-07,-1
128,0.001754273078,4.213439695e-07,-1
129,0.001792181283,4.213439695e-07,-1
130,0.003301008139,4.213439695e-07,-1
131,0.0008500936674,4.213439695e-07,-1
132,0.0002761828073,4.213439695e-07,-1
133,0.004044410773,4.213439695e-07,-1
134,0.00107146753,4.213439695e-07,-1
135,0.0009635449969,4.213439695e-07,-1
136,0.0003118509194,4.213439695e-07,-1
137,0.0001599205571,4.213439695e-07,-1
138,0.001414922881,4.213439695e-07,-1
139,0.0004055937752,4.213439695e-07,-1
140,0.002600816544,4.213439695e-07,-1
141,0.001768658403,4.213439695e-07,-1
142,0.003422134556,4.213439695e-07,-1
143,0.0005600276636,4.213439695e-07,-1
144,0.0004357747093,4.213439695e-07,-1
145,0.001019069226,4.213439695e-07,-1
146,0.001435792889,4.213439695e-07,-1
147,0.001825287938,4.213439695e-07,-1
148,0.0003127172531,4.213439695e-07,-1
149,0.003457566025,4.213439695e-07,-1
150,0.000278075604,4.213439695e-07,-1
151,0.0007114882465,4.213439695e-07,-1
152,0.0003895760747,4.213439695e-07,-1
153,0.001407944597,4.213439695e-07,-1
154,0.001065969351,4.213439695e-07,-1
155,0.00376444892,4.213439695e-07,-1
156,0.003393675201,4.213439695e-07,-1
157,0.0008964572335,4.213439695e-07,-1
158,0.0002359144855,4.213439695e-07,-1
159,0.001584560727,4.213439695e-07,-1
160,0.0004977636854,4.213439695e-07,-1
161,0.0006154648727,4.213439695e-07,-1
162,0.0005066966405,4.213439695e-07,-1
163,0.0006869268836,4.213439695e-07,-1
164,0.0003611583088,4.213439695e-07,-1
165,0.0008637032006,4.213439695e-07,-1
166,0.0006361661945,4.213439695e-07,-1
167,0.0002210645907,4.213439695e-07,-1
168,0.000705233484,4.213439695e-07,-1
169,0.001505988184,4.213439695e-07,-1
170,0.0007862757775,4.213439695e-07,-1
171,0.0003758562671,4.213439695e-07,-1
172,0.000561764522,4.213439695e-07,-1
173,0.001152000856,4.213439695e-07,-1
174,0.0004916461185,4.213439695e-07,-1
175,0.0008322905051,4.213439695e-07,-1
176,0.0003355565132,4.213439695e-07,-1
177,0.0003566945379,4.213439695e-07,-1
178,0.0001194443685,4.213439695e-07,-1
179,0.0002270035766,4.213439695e-07,-1
180,0.001477933954,4.213439695e-07,-1
181,0.0004050243297,4.213439695e-07,-1
182,0.001519903657,4.213439695e-07,-1
183,0.0002758865303,4.213439695e-07,-1
184,0.001398648252,4.213439695e-07,-1
185,0.0007331008092,4.213439695e-07,-1
186,0.005264748354,4.213439695e-07,-1
187,0.006025826558,4.213439695e-07,-1
188,9.834529192e-05,4.213439695e-07,-1
189,0.001367466175,4.213439695e-07,-1
190,0.001251581707,4.213439695e-07,-1
191,0.001198732294,4.213439695e-07,-1
192,0.001354982727,4.213439695e-07,-1
193,0.001049259212,4.213439695e-07,-1
194,0.001369284117,4.213439695e-07,-1
195,0.0004030554555,4.213439695e-07,-1
196,0.0002488423197,4.213439695e-07,-1
197,0.0005664603668,4.213439695e-07,-1
198,0.0002992766094,4.213439695e-07,-1
199,0.0007026889944,4.213439695e-07,-1
200,0.0007789635565,4.213439695e-07,-1
201,0.001568152569,4.213439695e-07,-1
202,0.0009963213233,4.213439695e-07,-1
203,0.0002173414541,4.213439695e-07,-1
204,0.0006452798843,4.213439695e-07,-1
205,0.0002614064433,4.213439695e-07,-1
206,0.0006962577463,4.213439695e-07,-1
207,0.0006948290975,4.213439695e-07,-1
208,0.001753299148,4.213439695e-07,-1
209,0.002279010834,4.213439695e-07,-1
210,0.0007101643714,4.213439695e-07,-1
211,0.0004731831141,4.213439695e-07,-1
212,0.001476983191,4.213439695e-07,-1
213,0.001780110644,4.213439695e-07,-1
214,0.0005320945638,4.213439695e-07,-1
215,0.0005057379603,4.213439695e-07,-1
216,0.001040589181,4.213439695e-07,-1
217,0.002141113393,4.213439695e-07,-1
218,0.001813585171,4.213439695e-07,-1
219,0.0005800496438,4.213439695e-07,-1
220,0.001324412879,4.213439695e-07,-1
221,0.0003647851117,4.213439695e-07,-1
222,0.0007635469665,4.213439695e-07,-1
223,0.00146230869,4.213439695e-07,-1
224,0.0008548548794,4.213439695e-07,-1
225,0.000213333522,4.213439695e-07,-1
226,0.003226259258,4.213439695e-07,-1
227,0.002954519587,4.213439695e-07,-1
228,0.002479016315,4.213439695e-07,-1
229,0.001380892587,4.213439695e-07,-1
230,0.0008996975957,4.213439695e-07,-1
231,0.002101376187,4.213439695e-07,-1
232,0.002837787848,4.213439695e-07,-1
233,0.004000094719,4.213439695e-07,-1
234,0.00222504558,4.213439695e-07,-1
235,0.0012521873,4.213439695e-07,-1
236,0.0002884199785,4.213439695e-07,-1
237,0.0004947857815,4.213439695e-07,-1
238,0.001247238833,4.213439695e-07,-1
239,0.0011273243,4.213439695e-07,-1
240,0.006966807414,4.213439695e-07,-1
241,0.0004471435095,4.213439695e-07,-1
242,0.0007584928535,4.213439695e-07,-1
243,0.0008564760792,4.213439695e-07,-1
244,0.0002223944757,4.213439695e-07,-1
245,0.0004271714133,4.213439695e-07,-1
246,0.001289523323,4.213439695e-07,-1
