u0,u1,u2,u3
0.16576458747216999,-0.10277493522421842,0.12736857790308007,-0.038648793423688675
-0.19027363787623305,0.31331714842003211,-0.27055903044477864,-0.44473714818324817
0.36604709754002068,0.3912113262778576,0.073516096331357389,-0.15140087037043876
0.026527875760298275,-0.34545769818760691,-0.20260094638277024,-0.11160862135171473
-0.15441880366095762,0.06570521618379209,-0.0088205215728125088,0.1659661810703123
-0.25471997922246853,-0.2043230787377886,0.023637979486768122,0.051169571832932088
0.0065488956984134971,-0.14116231793951195,0.023806112982515233,0.20928511293719779
0.039145946929666768,-0.026684596634476185,-0.2831901394734449,0.24595244641904643
-0.082394068460648964,-0.096999495537626212,-0.076930788445413012,-0.36499847466231855
-0.044078970067956538,-0.010745696114804264,0.23543363486563246,0.037178082989172759
-0.026254976706190102,0.030100711446060798,-0.27902245495222311,-0.1024827194586144
0.14770179160412747,0.0025060029202996917,-0.07930741021858459,0.061999895721119427
-0.19442854073550214,0.10644765370781677,0.47103216009704091,-0.0062039592908854409
-0.35697735353693877,0.24071174196096484,-0.15696656078515053,0.2401237886680109
-0.31672316266840222,-0.26983409304302114,-0.16470601819591524,-0.43267134377307326
0.0037570704659188959,0.25547186371205122,-0.051317626065693366,-0.17418117129515784
0.27414440473644519,-0.048276567112174748,-0.17043777716914568,-0.0036484575390443299
-0.039192844097758597,0.34634708733536734,-0.20089404511472439,0.16608725820989861
-0.30199322764745862,0.052836933776338871,0.18304453593876624,0.057639867981893626
0.072551114831823221,-0.08236212109389586,0.16528107947591802,0.16210777785280794
-0.025665025671700439,0.11201776478937597,0.44579043200919999,-0.29367522900638998
-0.10666442333869999,0.34900798800147192,0.055267322717084594,-0.070942298334344456
0.043431947916181386,-0.25921741023734207,0.16973850038881871,-0.17615547106010329
-0.47691102869014751,-0.031332338032948652,-0.011666739809842659,0.16485723631306107
